SYNCount,NumberOfPackets,UniqSrcIPs,DNSCount,RSTCount,SSHCount
15,738,18,280,0,0
15,748,17,304,0,0
12,669,16,270,0,0
8,598,11,250,0,0
8,564,11,216,0,0
8,524,13,206,0,0
8,552,12,230,0,0
9,577,15,200,0,0
1,474,13,204,0,0
1,539,13,200,0,0
1,596,11,200,0,0
1,641,11,210,0,0
1,678,15,230,0,0
1,687,14,220,0,0
1,634,17,210,0,4
0,540,15,214,0,6
0,451,15,216,0,8
0,368,15,190,0,12
0,325,16,190,0,14
0,310,15,184,0,16
0,306,14,170,0,18
1,348,16,190,0,20
9,433,17,180,0,17
9,445,17,166,0,17
9,443,17,150,0,17
9,451,17,170,0,13
10,470,19,192,0,11
10,454,17,188,0,9
10,460,19,212,0,7
10,435,18,202,0,10
2,385,16,212,0,18
2,386,21,230,0,16
2,387,21,240,0,14
2,390,21,242,0,14
1,369,20,230,0,14
3,434,22,260,0,15
4,463,23,264,0,16
3,418,21,250,0,11
3,379,21,240,0,6
3,365,16,242,0,6
3,359,14,246,0,6
3,427,15,274,0,28
3,491,13,290,0,59
1,524,10,290,0,99
3,598,14,276,0,119
19,795,16,300,0,122
19,809,15,330,0,118
19,803,15,324,0,118
21,829,20,326,0,118
21,775,20,316,0,96
21,715,20,310,0,65
21,653,20,324,0,26
18,553,20,340,0,5
2,432,14,360,0,2
2,449,14,350,0,2
5,536,17,370,0,4
6,623,17,382,0,4
6,664,17,372,0,4
6,710,20,372,0,4
6,718,21,358,0,2
7,714,21,344,0,4
7,657,21,318,0,4
7,655,19,346,0,4
4,643,20,330,0,2
4,677,18,294,0,2
7,777,21,294,0,2
7,786,19,284,0,2
8,745,17,254,0,2
7,752,17,272,0,0
19,909,22,294,0,0
27,999,24,286,0,0
29,944,27,252,0,0
42,986,25,296,0,2
40,835,22,276,0,2
40,782,21,286,0,2
39,779,19,296,0,4
39,755,19,276,0,4
27,593,14,250,0,4
19,477,14,230,0,4
17,456,14,256,0,4
1,265,12,230,0,2
2,253,15,222,0,2
2,248,15,212,0,2
2,246,15,202,0,2
6,320,15,198,0,10
11,432,17,194,0,16
11,444,16,194,0,22
11,460,16,198,0,30
14,510,18,204,0,35
13,495,17,192,0,42
13,470,18,162,0,50
22,562,22,154,0,58
21,520,25,128,0,57
16,396,23,112,0,56
16,367,22,82,0,58
16,339,23,48,0,60
15,323,22,24,0,63
14,334,21,24,0,62
14,347,24,24,0,62
5,236,19,12,0,58
4,213,19,12,0,51
4,205,19,12,0,46
4,201,18,22,0,38
4,185,17,22,0,28
2,119,14,10,0,20
2,95,14,10,0,14
2,73,14,10,0,6
2,83,12,28,0,0
0,48,9,30,0,0
0,60,11,40,0,0
0,54,12,30,0,0
0,63,13,40,0,1
0,73,13,40,0,2
0,97,14,40,0,3
0,152,16,70,0,4
0,139,14,52,0,7
0,136,13,50,0,7
0,133,11,40,0,9
0,135,12,40,0,11
0,130,12,30,0,12
0,126,12,30,0,11
0,124,12,40,0,12
0,78,10,10,0,12
1,109,12,36,0,11
1,119,12,42,0,12
1,162,14,52,0,11
4,270,14,82,0,10
4,319,14,102,0,9
4,368,16,102,0,11
4,415,17,112,0,10
4,451,17,122,0,9
4,465,16,112,0,7
4,463,16,116,0,6
4,438,17,126,0,5
5,387,20,100,0,4
5,348,20,96,0,3
5,314,20,116,0,1
5,256,16,106,0,0
5,215,16,96,0,0
4,181,12,100,0,0
4,196,16,104,0,0
4,190,15,100,0,0
0,200,12,96,0,0
1,290,13,84,0,3
1,363,14,64,0,16
1,437,14,54,0,29
1,482,13,55,0,30
1,502,12,54,0,30
1,514,14,70,0,30
1,510,14,64,0,30
1,452,14,74,0,30
0,365,15,82,0,27
14,455,18,102,0,14
29,592,18,102,0,1
29,599,18,101,0,12
29,639,18,82,0,44
29,683,18,52,0,68
29,767,19,42,0,93
29,826,19,44,0,93
29,899,19,50,0,99
16,799,18,32,0,107
1,649,16,62,0,107
1,656,16,82,0,95
1,632,16,112,0,63
5,653,20,154,0,39
5,594,19,184,0,14
7,550,21,186,0,14
14,552,17,190,0,8
13,504,15,220,0,0
15,513,16,216,0,0
38,745,18,220,0,0
40,803,19,216,0,0
36,758,18,204,0,0
56,1001,20,204,0,0
54,1058,20,214,0,0
47,1049,20,222,0,0
47,1086,19,206,0,0
45,1058,19,180,0,0
22,822,17,180,0,0
20,756,16,180,0,0
20,738,16,174,0,0
1,511,15,158,0,0
1,485,12,180,0,0
3,508,14,192,0,0
3,476,16,206,0,0
3,473,16,226,0,0
3,491,16,232,0,0
3,522,17,236,0,0
3,541,18,242,0,0
4,549,18,280,0,0
4,576,18,284,0,0
2,495,16,266,0,0
2,493,16,266,0,0
2,484,14,282,0,0
7,532,17,296,0,0
14,647,17,316,0,0
14,654,16,316,0,0
15,665,20,284,0,0
15,603,18,254,0,0
15,648,16,260,0,0
17,736,18,254,0,0
17,797,21,244,0,9
12,762,19,210,0,38
5,658,17,184,0,71
5,688,17,200,0,89
14,801,16,190,0,89
32,1168,17,200,0,89
32,1124,17,184,0,89
30,1054,16,196,0,89
30,1094,16,210,0,80
30,1124,17,210,0,51
30,1120,18,216,0,18
31,1108,20,172,0,33
19,1035,20,188,0,90
2,776,19,192,0,95
13,953,20,198,0,95
26,1083,20,186,0,95
26,1030,20,172,0,95
26,1034,20,192,0,96
26,1086,19,192,0,109
25,1091,17,190,0,87
25,1062,16,164,0,43
24,1017,14,130,0,55
13,1028,14,140,0,67
0,970,12,116,0,82
0,927,12,104,0,98
1,868,13,106,0,110
1,786,11,110,0,109
1,819,12,140,0,106
1,913,12,180,0,98
1,838,12,192,0,82
1,637,10,180,0,70
14,674,14,194,0,56
14,655,15,206,0,40
13,639,14,224,0,27
13,684,16,210,0,16
13,611,15,180,0,10
14,462,16,142,0,8
14,458,17,130,0,9
14,443,17,112,0,9
1,300,14,98,0,13
1,288,15,72,0,15
1,249,15,22,0,20
1,155,13,2,0,19
1,108,13,2,0,17
0,78,11,0,0,14
0,70,10,0,0,12
11,250,12,0,0,12
11,253,10,0,0,7
23,371,12,0,0,5
25,390,9,0,0,0
25,390,11,0,0,0
25,395,11,0,0,0
25,400,12,0,0,0
25,402,13,0,0,2
14,226,13,0,0,2
14,215,11,0,0,4
2,140,10,0,0,6
6,225,13,0,0,8
11,306,13,0,0,8
18,403,16,0,0,8
32,566,19,0,0,8
32,592,21,0,0,6
34,639,25,2,0,6
34,658,25,2,0,4
34,642,25,2,0,2
29,571,22,4,0,0
24,491,21,4,0,2
17,395,22,4,0,2
3,237,16,4,0,4
3,217,17,4,0,4
1,172,14,2,0,4
1,149,14,2,0,7
1,114,14,2,0,7
0,73,10,0,0,7
0,70,10,0,0,5
0,69,10,0,0,5
1,68,11,0,0,3
1,61,10,0,0,3
1,87,9,0,0,3
1,228,9,0,0,0
1,243,9,0,0,0
21,463,16,4,0,2
29,632,17,4,0,15
29,653,17,4,0,15
28,686,15,4,0,15
28,724,14,4,0,15
29,733,17,6,0,15
29,672,17,6,0,15
29,692,17,6,0,15
12,509,17,2,0,13
19,524,14,2,0,0
19,497,14,2,0,0
19,498,17,2,0,0
19,606,20,2,0,0
18,757,15,0,0,0
18,726,15,0,0,0
18,737,15,0,0,0
15,696,14,0,0,0
0,549,13,0,0,0
0,564,13,0,0,0
0,527,15,0,0,0
0,380,12,0,0,0
0,197,12,0,0,0
0,160,12,0,0,0
0,116,10,0,0,0
0,123,9,0,0,0
0,80,8,0,0,0
0,66,7,0,0,0
0,57,5,0,0,0
0,54,5,0,0,0
0,45,7,0,0,2
0,25,7,0,0,2
0,18,8,0,0,2
0,12,6,0,0,4
11,178,9,0,0,4
13,203,11,0,0,6
23,341,13,0,0,6
23,360,15,0,0,16
23,381,15,0,0,26
24,430,17,0,0,36
24,452,16,0,0,46
24,476,18,0,0,54
13,340,15,0,0,64
11,359,14,0,0,78
1,262,12,0,0,84
1,310,12,0,0,82
1,349,12,0,0,78
0,367,10,0,0,76
1,423,12,0,0,76
1,445,13,0,0,76
1,423,14,0,0,68
8,458,18,8,0,52
8,440,19,8,0,46
8,471,18,8,0,38
12,670,20,8,0,30
30,925,22,8,0,22
53,1164,21,8,0,12
59,1187,19,8,0,2
59,1189,17,8,0,0
52,1121,11,0,0,0
52,1116,11,0,0,0
52,1036,13,0,0,4
48,790,14,0,0,6
30,503,16,12,0,8
6,257,15,62,0,10
1,247,14,96,0,14
1,306,14,144,0,16
1,373,13,198,0,20
1,416,13,243,0,22
1,475,13,296,0,20
1,575,14,342,0,22
7,738,14,380,0,22
20,956,19,392,0,24
29,1098,20,388,0,20
37,1196,23,370,0,28
37,1207,24,356,0,24
39,1247,25,375,0,22
39,1207,25,342,0,20
39,1130,24,316,0,16
33,1001,24,296,0,14
20,799,19,284,0,10
11,675,16,304,0,10
4,565,13,316,0,0
4,526,13,306,0,0
3,685,14,272,0,0
3,1364,14,272,0,0
3,2074,13,272,0,0
4,2730,17,272,0,0
4,3369,17,242,0,0
3,3899,17,222,0,0
2,4862,16,210,0,0
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
1,220,16,109,0,0
1,257,15,102,0,0
4,332,17,102,0,0
18,594,19,94,0,0
17,621,20,92,0,0
19,704,21,92,0,0
40,986,21,122,0,0
64,1246,22,108,0,0
68,1257,22,92,0,0
68,1248,23,112,0,0
65,1198,23,106,0,0
51,972,20,120,0,0
53,989,23,134,0,0
53,1019,22,136,0,0
32,741,20,116,0,0
15,597,21,112,0,0
23,756,25,118,0,0
43,977,26,118,0,0
45,980,26,114,0,0
45,1042,27,98,0,47
43,1053,27,104,0,82
41,953,26,102,0,82
43,953,28,92,0,82
47,976,26,100,0,82
40,901,22,104,0,82
20,652,21,94,0,82
18,611,21,96,0,82
18,489,19,86,0,35
18,417,18,86,0,0
18,433,18,96,0,4
16,420,16,106,0,4
5,238,15,82,0,4
0,126,17,82,0,4
0,146,16,92,0,4
1,191,18,108,0,4
2,225,20,112,0,4
2,279,20,112,0,4
2,274,19,102,0,0
2,406,17,112,0,0
2,475,20,130,0,0
3,512,20,136,0,0
3,513,20,116,0,0
14,645,21,98,0,0
17,724,23,98,0,0
17,688,22,94,0,0
17,677,22,98,0,0
17,563,21,94,0,0
17,510,17,76,0,0
17,489,15,70,0,0
17,469,15,70,0,0
6,311,13,70,0,0
2,226,12,86,0,0
3,212,12,70,0,0
3,225,12,70,0,0
3,244,12,80,0,0
4,269,14,94,0,0
3,239,13,90,0,0
3,276,14,110,0,0
13,399,18,100,0,0
18,490,20,84,0,4
17,502,18,90,0,12
18,506,20,86,0,19
18,506,20,70,0,26
17,521,17,68,0,35
18,581,17,74,0,35
21,593,20,64,0,35
17,646,20,68,0,35
12,599,19,64,0,31
14,630,19,72,0,23
13,582,18,62,0,16
13,542,18,62,0,9
13,490,18,54,0,0
12,449,18,58,0,0
10,429,19,58,0,0
3,234,17,66,0,0
4,195,15,66,0,0
3,172,14,70,0,0
3,213,14,90,0,0
14,370,18,90,0,0
19,584,19,96,0,0
19,704,18,90,0,0
19,781,16,114,0,0
19,801,15,114,0,0
18,793,15,114,0,0
17,749,15,96,0,0
17,730,16,96,0,0
6,602,17,96,0,0
1,444,14,96,0,0
1,362,13,96,0,0
1,308,13,64,0,0
1,307,15,62,0,6
1,316,15,62,0,16
2,388,21,82,0,26
2,477,22,82,0,53
2,493,22,72,0,72
12,635,23,82,0,92
18,737,23,82,0,102
17,689,22,90,0,102
17,675,23,90,0,96
17,646,22,90,0,86
16,574,19,70,0,76
16,463,15,50,0,49
16,411,17,50,0,30
6,215,18,34,0,10
0,56,13,30,0,0
0,40,12,20,0,0
0,23,9,10,0,0
0,21,8,10,0,0
0,25,10,10,0,0
0,35,10,20,0,0
0,32,8,20,0,0
0,29,7,16,0,0
0,23,7,10,0,0
16,288,12,10,0,7
16,330,12,20,0,18
16,370,14,20,0,32
17,430,13,34,0,42
18,514,14,42,0,53
18,608,16,52,0,65
18,773,16,62,0,69
18,941,18,95,0,69
2,807,15,111,0,62
2,788,15,112,0,51
2,779,13,130,0,37
1,740,13,130,0,27
0,675,13,139,0,16
0,587,12,135,0,4
0,429,10,135,0,0
0,270,12,103,0,2
0,151,12,93,0,3
17,447,18,114,0,5
19,496,21,110,0,7
20,541,19,110,0,7
22,607,20,98,0,7
24,701,21,113,0,7
24,731,21,113,0,7
29,847,29,126,0,5
36,976,35,126,0,4
19,691,32,114,0,2
17,617,29,100,0,0
16,577,28,107,0,0
14,506,26,102,0,0
12,415,25,81,0,0
12,387,25,71,0,0
7,278,22,70,0,0
1,181,12,73,0,0
1,191,13,73,0,0
1,208,12,83,0,0
1,218,12,73,0,0
14,398,17,64,0,0
18,498,18,74,0,1
19,502,19,74,0,1
19,531,21,71,0,1
18,510,19,73,0,1
18,514,16,83,0,1
18,617,16,83,0,1
18,593,16,82,0,1
7,440,18,89,0,1
3,422,14,105,0,0
2,453,14,125,0,0
2,430,12,115,0,0
2,417,12,104,0,0
2,404,12,94,0,0
2,296,12,94,0,0
2,295,12,84,0,0
1,308,13,88,0,0
10,351,13,72,0,0
17,458,15,72,0,0
17,466,13,92,0,0
17,464,13,102,0,0
17,445,13,92,0,0
17,431,14,86,0,0
17,425,14,92,0,0
16,367,12,80,0,0
7,246,12,80,0,0
0,102,11,60,0,0
0,98,10,60,0,0
0,114,10,70,0,0
0,112,9,70,0,0
0,117,8,76,0,0
0,121,8,80,0,0
0,144,10,100,0,0
16,367,13,90,0,0
17,407,11,112,0,0
17,391,11,92,0,0
17,400,11,72,0,0
17,405,11,72,0,0
17,462,13,72,0,0
18,516,13,94,0,0
18,509,13,84,0,0
2,283,12,94,0,0
1,256,10,92,0,0
1,246,10,92,0,0
1,215,10,96,0,0
1,222,10,112,0,0
1,157,11,102,0,0
0,100,8,80,0,0
0,78,7,70,0,0
11,213,9,70,0,0
16,316,9,58,0,0
16,328,9,70,0,0
16,344,9,86,0,0
16,318,9,60,0,0
16,319,9,60,0,0
16,357,9,60,0,0
16,395,9,60,0,0
5,308,9,70,0,0
0,228,5,82,0,0
0,227,5,80,0,0
0,213,7,60,0,0
0,256,9,70,0,0
0,250,9,70,0,0
0,221,14,70,0,0
0,207,15,80,0,0
14,340,18,74,0,0
16,386,16,70,0,0
16,399,16,70,0,0
16,399,16,70,0,0
16,383,12,80,0,0
16,397,12,94,0,0
16,404,10,100,0,0
16,392,11,100,0,0
2,204,13,86,0,0
0,119,12,74,0,0
0,131,12,100,0,0
0,151,14,110,0,0
0,146,14,90,0,0
0,151,15,76,0,0
0,177,12,84,0,0
1,219,16,90,0,0
26,588,22,120,0,0
45,886,24,128,0,0
46,888,24,102,0,0
46,877,23,102,0,0
46,872,23,112,0,0
46,861,24,112,0,0
46,818,22,97,0,0
46,795,23,85,0,0
21,456,22,65,0,0
2,163,14,53,0,0
1,146,12,53,0,0
1,159,12,55,0,0
2,172,14,55,0,0
3,205,15,67,0,4
3,235,15,68,0,15
2,236,14,84,0,15
3,251,14,80,0,15
16,431,17,96,0,15
19,525,18,96,0,15
19,527,18,96,0,15
18,529,15,106,0,15
17,509,16,94,0,11
17,520,15,104,0,0
17,531,18,94,0,0
16,530,18,98,0,0
4,397,21,84,0,0
2,499,18,86,0,0
2,614,17,74,0,0
2,687,18,64,0,0
2,742,20,74,0,0
2,711,20,64,0,0
2,677,19,54,0,0
2,643,19,54,0,0
6,673,18,62,0,0
16,649,19,50,0,0
16,516,19,50,0,0
16,424,18,50,0,0
16,386,16,60,0,0
16,385,17,56,0,0
16,386,17,60,0,0
16,389,17,60,0,0
11,301,16,50,0,0
0,117,14,50,0,0
0,114,14,50,0,0
1,109,16,40,0,0
1,100,17,32,0,0
1,129,15,56,0,0
1,152,13,62,0,0
1,172,13,66,0,0
2,220,15,72,0,0
15,407,16,92,0,0
17,503,14,122,0,0
16,500,14,122,0,0
16,499,13,130,0,0
16,485,14,120,0,0
16,568,16,120,0,27
16,653,15,121,0,55
15,662,15,120,0,64
2,606,16,100,0,99
1,629,14,82,0,127
1,627,14,82,0,127
2,649,16,72,0,137
3,714,16,92,0,148
3,654,15,92,0,134
4,603,18,93,0,119
4,619,20,104,0,123
4,524,18,134,0,89
20,627,21,130,0,61
20,720,22,152,0,61
19,704,22,162,0,51
18,615,19,122,0,40
18,569,19,116,0,27
18,511,19,106,0,14
19,494,21,112,0,1
19,465,20,92,0,0
2,251,17,94,0,0
2,177,17,82,0,0
2,152,17,62,0,0
2,160,18,72,0,0
2,177,18,68,0,2
1,192,18,72,0,4
0,162,14,60,0,6
0,166,14,60,0,8
0,158,14,50,0,10
0,161,12,50,0,11
4,234,15,62,0,14
17,443,15,52,0,16
17,425,13,52,0,14
17,415,14,52,0,12
17,404,14,42,0,12
17,400,14,44,0,12
17,409,14,54,0,12
17,407,14,64,0,11
13,361,16,62,0,12
0,195,13,72,0,14
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
18,1826,21,69,0,103
18,1865,21,79,0,108
18,1892,19,69,0,116
18,1949,19,89,0,119
17,1898,23,75,0,115
18,1778,26,95,0,102
11,1522,26,101,0,92
2,1210,23,121,0,76
2,1102,23,106,0,63
2,898,22,86,0,48
2,805,22,126,0,32
2,680,23,106,0,19
2,692,20,106,0,13
1,690,19,88,0,8
1,659,21,82,0,1
1,523,17,52,0,0
1,492,17,82,0,0
1,497,17,102,0,0
12,590,19,62,0,0
17,637,19,62,0,0
17,473,18,62,0,0
23,525,22,70,0,0
22,547,22,100,0,0
22,537,20,100,0,0
23,552,21,72,0,0
23,532,21,52,0,0
25,571,23,76,0,0
23,546,21,102,0,0
23,567,21,102,0,0
17,461,16,83,0,0
17,480,16,63,0,0
18,572,16,105,0,0
17,562,15,103,0,0
17,592,16,103,0,0
11,535,19,99,0,0
17,619,16,93,0,0
17,647,16,133,0,0
17,614,16,132,0,0
17,569,16,132,0,0
16,501,17,110,0,0
17,557,17,132,0,0
17,546,14,157,0,0
10,457,14,172,0,0
1,284,11,152,0,0
1,273,11,152,0,0
1,271,11,162,0,0
9,368,14,154,0,0
29,665,15,198,0,0
28,582,11,182,0,0
28,561,11,157,0,0
28,548,11,144,0,0
43,749,12,172,0,0
44,791,13,132,0,0
44,784,15,122,0,0
36,696,15,140,0,0
16,390,15,96,0,0
16,401,13,110,0,0
16,417,13,130,0,0
17,470,18,148,0,0
2,294,18,130,0,0
1,266,18,150,0,2
1,382,18,180,0,26
1,471,18,180,0,51
1,516,17,180,0,64
1,560,17,160,0,86
1,622,18,140,0,105
0,637,15,110,0,127
0,680,15,100,0,151
0,707,16,80,0,175
6,737,18,50,0,172
16,864,20,30,0,171
16,871,20,30,0,177
16,857,18,30,0,173
17,824,17,40,0,161
17,805,17,80,0,146
17,757,18,80,0,130
17,701,18,90,0,108
11,585,16,100,0,93
1,372,12,100,0,74
1,330,14,90,0,59
2,307,14,90,0,47
3,359,17,100,0,46
6,379,18,50,0,41
6,357,18,50,0,33
6,344,17,50,0,29
6,322,17,50,0,23
22,507,18,50,0,18
22,524,20,50,0,14
21,496,18,54,0,8
19,411,15,50,0,2
16,343,10,70,0,0
16,383,12,110,0,0
16,438,14,150,0,0
16,459,13,160,0,0
0,281,12,174,0,0
0,259,9,180,0,0
0,272,10,176,0,0
0,279,10,160,0,0
0,282,10,160,0,0
0,249,10,130,0,0
0,199,10,90,0,0
0,183,10,80,0,0
0,161,10,76,0,0
11,283,11,70,0,0
16,367,12,70,0,0
16,378,11,100,0,0
16,362,11,90,0,0
16,394,11,120,0,0
16,384,9,110,0,0
16,389,10,120,0,0
16,380,10,110,0,0
5,239,10,110,0,0
0,159,6,130,0,0
0,135,5,110,0,0
0,138,5,110,0,0
0,104,6,80,0,0
0,102,8,80,0,0
0,102,8,70,0,0
0,115,8,80,0,0
0,107,9,70,0,0
0,89,8,50,0,0
0,84,8,40,0,0
0,95,11,40,0,0
12,247,13,30,0,0
16,358,16,40,0,0
16,367,16,50,0,0
16,420,17,40,0,27
16,519,17,60,0,62
16,529,17,70,0,62
16,611,19,100,0,62
16,604,18,90,0,62
4,444,18,90,0,62
0,386,14,90,0,62
0,377,14,90,0,62
0,328,14,100,0,35
0,309,14,110,0,0
0,321,14,110,0,0
0,314,13,110,0,0
0,368,13,130,0,0
2,433,15,150,0,0
16,683,15,170,0,0
17,772,15,156,0,0
17,773,15,162,0,0
17,745,15,142,0,0
17,743,15,152,0,0
17,682,15,122,0,0
17,649,15,102,0,0
15,589,17,82,0,0
1,283,14,52,0,0
0,209,11,76,0,0
0,203,11,70,0,0
0,182,11,90,0,0
0,186,11,84,0,0
0,209,10,120,0,0
1,189,12,120,0,0
2,223,11,130,0,0
18,496,14,130,0,0
18,465,14,100,0,0
19,678,16,90,0,0
19,1042,16,60,0,0
19,1030,16,56,0,0
20,1057,17,52,0,0
19,1039,17,52,0,0
18,1017,17,62,0,0
2,751,12,72,0,0
2,759,13,72,0,0
1,542,13,72,0,0
1,178,11,88,0,0
1,180,10,92,0,0
0,147,7,90,0,0
0,156,7,90,0,0
2,216,11,70,0,13
16,479,12,60,0,29
16,556,11,80,0,42
17,629,12,92,0,56
17,647,13,96,0,62
17,671,13,102,0,62
17,665,13,92,0,62
17,717,13,122,0,62
15,667,14,122,0,52
1,409,11,122,0,41
1,343,11,102,0,33
0,322,12,100,0,25
0,367,10,116,0,23
0,450,15,120,0,27
1,528,16,112,0,32
1,534,16,102,0,37
15,788,19,142,0,40
17,948,20,162,0,47
17,1007,20,182,0,55
17,1020,20,172,0,63
17,1024,21,180,0,70
17,1004,19,182,0,80
16,981,15,200,0,83
16,998,14,220,0,84
2,796,15,220,0,83
0,676,13,214,0,74
0,637,13,230,0,61
0,560,13,230,0,47
0,460,12,186,0,36
0,353,12,160,0,22
0,292,11,150,0,14
3,293,13,150,0,8
16,428,14,120,0,3
16,383,11,116,0,0
16,386,8,120,0,0
16,458,11,180,0,0
16,463,13,180,0,0
16,479,13,190,0,0
16,511,13,210,0,0
13,492,13,170,0,0
0,279,11,160,0,0
0,291,11,160,0,0
0,296,8,160,0,0
0,259,8,120,0,0
0,261,7,120,0,0
0,304,7,160,0,0
0,298,8,160,0,0
16,452,9,170,0,0
16,514,9,170,0,0
16,511,9,170,0,0
17,499,10,132,0,0
17,474,10,122,0,0
17,474,9,132,0,0
17,427,10,92,0,0
17,388,10,62,0,0
2,185,10,62,0,0
8,188,8,62,0,0
8,179,8,62,0,0
7,160,7,80,0,0
7,151,7,70,0,0
7,173,7,90,0,0
7,162,5,80,0,0
8,194,7,90,0,0
22,422,8,100,0,0
16,374,7,120,0,0
16,364,7,110,0,0
17,359,9,94,0,0
17,404,9,140,0,0
17,402,9,140,0,0
18,428,8,140,0,0
17,415,8,150,0,0
2,170,5,130,0,0
2,179,4,140,0,0
2,208,8,164,0,0
1,228,8,195,0,0
1,213,8,180,0,0
1,190,11,150,0,0
0,193,9,180,0,0
0,177,10,160,0,0
0,199,11,180,0,0
0,209,12,160,0,0
16,461,12,146,0,0
16,477,11,131,0,0
16,490,11,110,0,0
17,533,11,122,0,0
18,542,13,94,0,0
18,532,13,84,0,0
18,523,12,74,0,0
18,500,12,74,0,0
2,241,10,84,0,0
2,209,10,84,0,0
2,198,10,104,0,0
1,148,10,92,0,0
0,109,5,90,0,0
0,136,8,110,0,0
0,163,8,140,0,0
0,158,9,140,0,0
15,319,11,120,0,0
16,366,11,100,0,0
16,357,11,94,0,0
16,393,11,130,0,0
16,405,14,130,0,0
16,381,11,110,0,0
16,356,11,70,0,0
16,374,10,80,0,0
1,237,10,120,0,0
0,186,7,130,0,0
0,205,7,146,0,0
0,218,7,150,0,0
0,218,7,150,0,0
0,238,6,170,0,0
0,287,7,190,0,0
0,341,7,190,0,0
16,629,10,190,0,0
17,700,13,182,0,0
17,688,13,142,0,0
17,660,13,112,0,0
17,659,14,112,0,0
17,638,14,92,0,0
17,611,14,82,0,0
17,551,14,62,0,0
1,247,13,22,0,0
0,186,10,20,0,0
1,195,10,22,0,0
1,206,11,22,0,0
1,239,10,42,0,0
1,260,10,42,0,0
2,297,11,34,0,0
2,303,11,34,0,0
9,442,15,34,0,15
18,678,16,34,0,40
17,727,16,32,0,62
17,771,15,32,0,62
17,882,17,12,0,62
17,955,18,12,0,69
16,911,18,10,0,77
16,911,17,10,0,84
10,784,18,20,0,76
2,606,16,30,0,60
4,607,17,40,0,43
5,608,18,52,0,52
6,524,19,54,0,61
6,448,19,54,0,55
6,459,19,84,0,47
6,452,19,94,0,40
5,422,19,84,0,33
4,346,17,74,0,24
2,297,16,64,0,19
16,410,18,42,0,10
16,422,17,50,0,1
16,430,17,70,0,0
16,441,17,44,0,14
16,477,17,40,0,34
16,540,15,50,0,56
17,611,16,62,0,68
17,590,13,82,0,68
2,412,15,92,0,68
1,365,13,92,0,68
1,414,13,72,0,68
1,363,13,68,0,54
1,324,13,82,0,34
1,258,14,72,0,12
0,202,11,60,0,0
0,204,11,50,0,0
1,220,12,50,0,0
10,383,17,50,0,0
20,476,17,50,0,0
20,485,16,60,0,0
20,465,16,40,0,0
20,478,16,60,0,0
20,455,14,60,0,0
20,433,14,50,0,0
19,405,14,40,0,0
10,226,6,50,0,0
0,63,3,60,0,0
0,100,7,70,0,0
0,142,7,80,0,0
0,199,10,70,0,0
0,262,11,70,0,0
0,370,12,102,0,0
1,426,12,104,0,0
1,456,13,104,0,0
1,481,12,94,0,0
7,616,15,84,0,23
18,907,19,94,0,47
18,942,19,84,0,74
18,903,19,84,0,74
18,807,18,52,0,74
17,757,18,50,0,74
17,712,16,30,0,74
17,688,16,40,0,74
11,506,16,30,0,51
0,173,10,10,0,27
0,73,11,20,0,0
0,60,11,30,0,0
0,60,11,40,1,0
0,65,10,51,1,0
0,69,9,60,1,0
0,57,7,50,1,0
1,80,9,70,1,0
1,105,11,80,1,0
1,109,10,80,1,0
17,355,12,80,1,0
17,349,11,70,0,0
17,345,12,59,0,0
17,342,12,50,0,0
17,356,12,60,0,0
17,350,13,50,0,0
17,359,13,50,0,0
17,341,13,40,0,0
1,94,10,40,0,0
1,103,10,54,0,0
1,112,10,70,0,0
1,136,8,100,0,0
1,133,7,100,0,0
1,147,8,112,0,0
1,132,9,102,0,0
1,144,10,112,0,0
1,151,13,112,0,0
12,276,17,108,0,0
17,391,18,102,0,0
17,368,19,72,0,0
17,363,18,62,0,0
16,332,17,40,0,0
16,324,13,50,0,0
17,342,14,60,0,0
21,433,16,50,0,0
10,305,16,50,1,0
5,201,15,60,1,0
5,194,14,60,1,0
5,201,13,70,1,0
5,214,13,80,1,0
5,229,12,90,1,0
4,207,12,70,1,0
0,127,9,90,1,0
0,140,7,96,0,0
3,176,10,80,0,0
16,393,11,90,0,0
16,419,11,110,0,0
16,422,11,110,0,0
16,402,11,90,0,0
16,435,11,120,0,0
16,415,10,104,0,0
17,432,12,114,0,0
20,443,10,110,0,0
7,237,9,100,0,0
7,227,11,80,0,0
8,234,11,72,0,0
8,251,11,92,0,0
9,215,11,62,0,0
9,223,11,68,0,0
8,201,11,62,0,0
6,185,11,62,0,0
18,372,12,72,0,0
18,371,13,82,0,3
17,462,12,84,0,46
17,496,11,80,0,62
16,503,12,90,0,62
16,487,12,80,0,62
16,497,12,90,0,62
12,439,12,90,0,62
0,251,9,90,0,62
0,233,8,80,0,59
0,129,6,86,0,16
0,83,5,80,0,0
0,81,3,80,0,0
0,95,4,90,0,0
1,79,6,60,0,0
