NumberOfPackets1,SYNCount60,UniqSrcIps60,DNSCount60,RSTCount32,RSTCount60,SSHCount60
3,153,38,36,0,0,1
3,153,38,36,0,0,1
131,159,39,41,0,0,0
20,159,39,46,0,0,0
0,159,39,46,0,0,0
106,142,40,44,0,0,4
49,139,40,44,0,0,6
4,139,40,44,0,0,8
13,140,41,44,0,0,12
8,140,41,44,0,0,12
0,136,41,44,0,0,12
5,136,41,44,0,0,12
7,136,41,44,0,0,12
17,135,40,42,0,0,12
3,129,39,40,0,0,12
16,129,39,40,0,0,12
4,128,39,40,0,0,12
15,128,38,40,0,0,12
3,127,37,40,0,0,12
0,127,36,40,0,0,12
24,128,36,40,0,0,12
0,128,36,40,0,0,12
1,128,36,40,0,0,12
2,127,36,36,0,0,12
0,127,36,32,0,0,12
2,127,36,32,0,0,12
0,126,36,32,0,0,12
0,109,35,32,0,0,12
0,108,34,14,0,0,12
0,107,34,14,0,0,12
105,114,33,14,0,0,12
6,114,33,14,0,0,12
1,114,33,14,0,0,12
4,114,33,14,0,0,12
0,113,33,14,0,0,12
12,97,34,14,0,0,12
0,94,32,14,0,0,12
29,95,32,16,0,0,12
0,88,32,16,0,0,12
0,88,31,16,0,0,12
128,99,31,16,0,0,12
152,90,30,16,0,0,12
1,77,30,16,0,0,12
4,77,31,16,0,0,12
0,77,31,16,0,0,12
0,77,31,16,0,0,12
48,81,32,16,0,0,12
0,81,32,16,0,0,12
5,64,30,16,0,0,12
9,64,30,16,0,0,12
15,65,30,16,0,0,12
3,65,30,16,0,0,12
16,66,30,16,0,0,12
0,66,29,16,0,0,12
3,66,29,16,0,0,12
16,66,28,16,0,0,12
43,66,29,16,0,0,13
2,66,29,16,0,0,13
25,68,30,20,0,0,13
2,68,30,20,0,0,13
0,68,30,20,0,0,13
2,68,30,20,0,0,13
21,61,29,13,0,0,13
39,63,27,16,0,0,13
5,63,27,16,0,0,13
15,56,26,16,0,0,9
3,52,24,16,0,0,7
17,53,24,16,0,0,5
3,52,24,16,0,0,1
21,53,22,16,0,0,1
0,53,22,16,0,0,1
3,53,22,16,0,0,1
28,54,22,28,0,0,1
27,54,22,28,0,0,1
0,54,22,28,0,0,1
0,53,22,28,0,0,1
0,53,22,28,0,0,1
1,52,22,28,0,0,1
0,52,22,28,0,0,1
0,52,22,28,0,0,1
122,55,27,28,0,0,1
221,77,30,34,0,0,2
33,77,30,34,0,0,2
6,77,29,34,0,0,2
71,83,31,34,0,0,2
2,83,31,34,0,0,2
47,84,32,34,0,0,2
270,108,34,34,0,0,2
7,108,34,34,0,0,2
0,108,34,34,0,0,2
1,101,33,34,0,0,2
0,101,32,34,0,0,2
1,101,32,34,0,0,2
4,101,32,34,0,0,2
0,101,32,34,0,0,2
0,101,32,34,0,0,2
0,101,32,34,0,0,2
1,100,32,32,0,0,2
0,100,32,32,0,0,2
0,100,32,32,0,0,2
0,89,32,32,0,0,2
0,75,31,32,0,0,2
1,75,31,32,0,0,2
2,75,31,32,0,0,2
0,75,31,32,0,0,2
1,75,31,32,0,0,2
0,71,29,32,0,0,2
2,71,29,32,0,0,2
0,70,29,32,0,0,2
0,70,29,32,0,0,2
0,69,29,32,0,0,2
1,70,29,32,0,0,2
67,72,32,32,0,0,2
43,72,32,32,0,0,2
3,72,32,32,0,0,2
0,71,32,32,0,0,2
21,71,32,32,0,0,2
0,71,32,32,0,0,2
0,69,32,28,0,0,2
0,69,32,28,0,0,2
0,69,32,28,0,0,2
5,69,32,28,0,0,2
1,69,31,28,0,0,2
2,67,31,20,0,0,2
0,67,31,20,0,0,2
0,66,31,20,0,0,2
1,66,32,20,0,0,2
3,65,32,20,0,0,2
0,65,32,20,0,0,2
1,64,31,20,0,0,2
0,64,31,20,0,0,2
2,64,31,20,0,0,2
1,63,31,8,0,0,2
2,62,31,8,0,0,2
0,62,31,8,0,0,2
0,62,31,8,0,0,2
0,62,31,8,0,0,2
0,62,31,8,0,0,2
24,64,33,10,0,0,2
100,70,34,12,0,0,2
205,86,34,12,0,0,2
0,64,34,6,0,0,1
1,64,32,6,0,0,1
0,64,32,6,0,0,1
0,58,30,6,0,0,1
30,61,30,6,0,0,1
39,64,30,6,0,0,1
0,40,29,6,0,0,1
35,41,27,20,0,0,1
1,41,27,20,0,0,1
0,41,27,20,0,0,1
2,41,27,20,0,0,1
1,41,27,20,0,0,1
2,41,27,20,0,0,1
0,41,27,20,0,0,1
0,41,27,20,0,0,1
27,43,27,20,0,0,1
0,43,27,20,0,0,1
142,55,30,22,0,0,1
174,71,30,22,0,0,1
0,71,30,22,0,0,1
20,72,31,24,0,0,1
145,80,34,24,0,0,1
218,96,36,26,0,0,1
9,96,36,26,0,0,1
2,96,36,26,0,0,1
4,96,36,26,0,0,1
6,96,36,26,0,0,1
6,96,36,26,0,0,1
6,96,36,26,0,0,1
10,96,36,26,0,0,1
5,95,36,26,0,0,1
59,96,32,26,0,0,1
246,115,30,26,0,0,1
6,116,30,28,0,0,1
3,116,30,28,0,0,1
3,115,30,26,0,0,0
120,122,31,26,0,0,0
6,122,31,26,0,0,0
186,136,34,32,0,0,0
40,139,36,32,0,0,0
7,139,35,32,0,0,0
16,139,35,32,0,0,0
3,139,35,32,0,0,0
6,139,37,32,0,0,0
14,139,37,32,0,0,0
15,139,37,32,0,0,0
18,139,37,32,0,0,0
15,139,37,32,0,0,0
16,139,36,32,0,0,0
86,144,37,34,0,0,0
15,144,37,34,0,0,0
9,144,37,34,0,0,0
16,144,37,34,0,0,0
13,145,38,34,0,0,0
13,145,39,39,0,0,1
15,145,39,39,0,0,7
18,145,39,39,0,0,17
172,143,38,37,0,0,174
66,138,39,38,0,0,203
226,120,34,40,0,0,368
258,141,34,40,0,0,368
5,141,34,40,0,0,368
9,141,34,40,0,0,368
6,141,34,40,0,0,368
32,138,34,40,0,0,368
19,134,34,40,0,0,377
28,134,34,40,0,0,397
185,134,36,27,0,0,546
25,134,36,27,0,0,560
2,134,36,27,0,0,560
25,137,37,29,0,0,560
84,143,38,31,0,0,560
1,143,38,31,0,0,560
0,143,38,31,0,0,560
2,143,38,31,0,0,560
0,141,37,31,0,0,560
0,141,37,31,0,0,560
1,129,37,29,0,0,560
0,113,37,29,0,0,560
0,113,37,29,0,0,560
29,113,37,35,0,0,560
29,106,36,37,0,0,560
18,90,36,35,0,0,560
118,92,38,35,0,0,560
288,106,39,35,0,0,560
258,118,40,49,0,0,560
48,119,41,70,0,0,560
23,119,41,70,0,0,560
31,120,42,70,0,0,560
28,121,42,70,0,0,560
28,121,42,72,0,0,560
0,117,42,72,0,0,560
2,98,42,73,0,0,560
2,97,42,71,0,0,560
0,97,42,71,0,0,560
0,97,42,71,0,0,560
0,90,41,71,0,0,560
0,90,41,71,0,0,560
2,76,38,67,0,0,560
0,73,37,67,0,0,560
27,74,38,67,0,0,560
2,74,38,67,0,0,560
1,74,38,67,0,0,560
3,75,38,69,0,0,560
1,75,38,70,0,0,560
1,75,39,70,0,0,560
150,88,40,70,0,0,560
69,94,40,70,0,0,560
26,95,40,70,0,0,560
25,91,38,68,0,0,560
120,98,39,70,0,0,560
0,98,39,70,0,0,560
33,101,38,70,0,0,560
160,113,38,73,0,0,560
74,119,38,68,0,0,559
65,121,40,68,0,0,553
206,143,42,68,0,0,543
195,163,42,68,0,0,386
101,171,43,67,0,0,357
4,169,43,65,0,0,192
0,148,41,65,0,0,192
1,148,41,65,0,0,192
1,148,41,65,0,0,192
0,148,41,65,0,0,192
27,150,42,65,0,0,192
52,152,42,67,0,0,183
19,152,42,67,0,0,163
69,158,40,66,0,0,14
0,158,40,66,0,0,0
0,158,39,66,0,0,0
0,155,39,64,0,0,0
2,149,37,62,0,0,0
4,149,37,62,0,0,0
13,150,38,62,0,0,0
0,150,37,62,0,0,0
0,150,37,62,0,0,0
202,165,38,64,0,0,0
6,166,38,66,0,0,0
2,166,39,66,0,0,0
0,166,39,66,0,0,0
100,173,41,58,0,0,0
3,172,41,56,0,0,0
3,172,41,56,0,0,0
0,170,40,56,0,0,0
3,156,40,56,0,0,0
0,144,38,42,0,0,0
0,143,38,21,0,0,0
3,143,39,21,0,0,0
10,143,38,23,0,0,0
18,143,37,25,0,0,1
3,143,37,23,0,0,1
5,143,37,23,0,0,1
4,143,37,22,0,0,1
57,143,37,22,0,0,1
0,143,37,22,0,0,1
34,144,37,26,0,0,1
24,144,37,26,0,0,1
26,144,37,26,0,0,1
6,144,37,24,0,0,1
3,144,37,24,0,0,1
3,143,36,24,0,0,1
5,143,36,24,0,0,1
1,143,36,24,0,0,1
26,143,36,24,0,0,1
0,143,36,23,0,0,1
6,143,36,23,0,0,1
0,130,36,23,0,0,1
24,125,36,25,0,0,2
3,124,35,25,0,0,2
138,133,36,25,0,0,2
72,133,35,23,0,0,2
18,134,35,23,0,0,2
7,131,35,23,0,0,2
3,118,34,20,0,0,2
0,112,34,20,0,0,2
3,110,33,20,0,0,2
0,88,32,20,0,0,2
0,68,32,20,0,0,2
6,59,30,18,0,0,2
2,59,30,18,0,0,2
3,59,30,18,0,0,2
0,59,29,18,0,0,2
3,59,29,18,0,0,2
0,59,29,18,0,0,2
0,57,29,18,0,0,2
6,55,29,16,0,0,2
3,55,28,16,0,0,3
10,49,27,18,0,0,3
1,49,27,18,0,0,3
2,49,27,18,0,0,3
2,49,27,18,0,0,3
33,49,27,18,0,0,3
47,49,27,18,0,0,3
22,48,27,18,0,0,3
174,62,28,20,0,0,3
48,63,28,22,0,0,3
18,48,27,20,0,0,3
22,48,28,20,0,0,15
27,49,28,22,0,0,17
3,49,28,22,0,0,17
0,41,24,22,0,0,17
0,41,24,22,0,0,17
39,42,27,26,0,0,17
20,44,27,26,0,0,17
3,44,27,26,0,0,17
62,44,28,26,0,0,59
73,44,28,28,0,0,122
174,44,28,28,0,0,268
159,43,28,26,0,0,389
183,43,29,24,0,0,531
148,43,29,24,0,0,657
98,43,29,24,0,0,741
28,43,29,24,0,0,762
3,43,29,24,0,0,763
2,43,29,26,0,0,763
0,42,29,22,0,0,763
0,42,29,22,0,0,763
0,42,29,22,0,0,763
56,46,32,24,0,0,763
4,46,32,24,0,0,765
3,46,32,24,0,0,766
4,46,32,24,0,0,766
1,46,32,24,0,0,766
72,51,34,22,0,0,766
57,55,34,22,0,0,766
1,55,35,22,0,0,766
1,55,35,22,0,0,766
50,56,35,24,0,0,765
28,58,38,24,0,0,765
0,48,36,24,0,0,765
3,41,36,24,0,0,765
0,40,35,24,0,0,765
2,40,35,24,0,0,765
0,40,35,24,0,0,765
0,40,35,24,0,0,765
0,40,35,24,0,0,765
2,40,35,24,0,0,765
0,40,35,24,0,0,765
87,40,35,24,0,0,839
70,40,35,24,0,0,890
65,44,37,24,0,0,890
6,44,37,24,0,0,890
70,51,38,24,0,0,890
3,51,38,24,0,0,890
0,51,38,24,0,0,890
0,51,38,24,0,0,890
5,51,38,24,0,0,889
80,57,38,22,0,0,889
4,57,38,22,0,0,889
3,57,38,22,0,0,889
0,57,38,22,0,0,889
5,57,36,22,0,0,889
3,57,35,22,0,0,889
3,57,35,22,0,0,889
29,44,36,20,0,0,889
2,43,36,18,0,0,889
5,43,36,18,0,0,889
23,43,36,16,0,0,882
96,42,35,14,0,0,917
373,42,35,14,0,0,1206
623,43,35,16,0,0,1731
33,43,35,16,0,0,1762
611,42,34,12,0,0,2343
48,40,34,12,0,0,2360
11,40,34,12,0,0,2360
0,40,34,12,0,0,2318
2,40,34,10,0,0,2255
0,40,34,10,0,0,2109
0,40,34,10,0,0,1988
0,39,34,10,0,0,1845
2,39,34,12,0,0,1719
0,39,34,12,0,0,1635
4,39,34,12,0,0,1615
0,39,34,12,0,0,1614
0,39,33,10,0,0,1614
0,39,33,10,0,0,1614
0,39,33,10,0,0,1614
0,39,33,10,0,0,1614
1,35,30,8,0,0,1614
0,35,30,8,0,0,1612
3,35,30,8,0,0,1613
80,42,30,8,0,0,1613
4,42,30,8,0,0,1615
3,36,28,8,0,0,1617
17,32,26,8,0,0,1617
104,32,26,8,0,0,1619
33,33,26,10,0,0,1621
89,38,28,6,0,0,1623
0,36,24,6,0,0,1623
3,36,24,6,0,0,1625
24,37,25,6,0,0,1625
21,37,25,6,0,0,1637
37,37,25,6,0,0,1667
368,43,27,6,0,0,1919
230,43,27,6,0,0,2131
672,48,27,6,0,0,2670
474,48,27,6,0,0,3098
375,48,27,6,0,0,3252
1119,48,27,6,0,0,3737
380,48,27,6,0,0,3871
83,50,27,10,0,0,3871
92,55,27,10,0,0,3871
24,48,26,10,0,0,3871
22,48,26,10,0,0,3871
25,48,26,10,0,0,3871
24,48,26,10,0,0,3871
21,48,26,10,0,0,3871
24,42,26,12,0,0,3871
246,61,28,12,0,0,3871
22,62,28,12,0,0,3871
6,62,28,12,0,0,3871
2,62,28,12,0,0,3871
3,62,28,12,0,0,3871
0,62,28,12,0,0,3871
0,61,27,12,0,0,3871
0,61,27,12,0,0,3871
6,61,27,12,0,0,3871
129,68,29,12,0,0,3866
235,89,30,12,0,0,3829
16,90,30,12,0,0,3540
2,89,30,10,0,0,3015
0,89,30,10,0,0,2984
17,89,30,10,0,0,2410
78,90,32,10,0,0,2430
263,90,32,10,0,0,2661
15,90,32,10,0,0,2674
631,90,32,10,0,0,3270
562,90,32,10,0,0,3802
65,90,32,10,0,0,3856
1082,90,32,10,0,0,4339
1078,90,32,8,0,0,4877
107,93,32,8,0,0,4923
462,113,32,8,0,0,5111
79,113,32,8,0,0,5174
75,113,32,8,0,0,5237
73,113,32,8,0,0,5300
98,113,32,8,0,0,5384
50,113,32,8,0,0,5426
95,113,32,8,0,0,5510
95,113,32,8,0,0,5593
1,113,32,8,0,0,5592
101,106,30,8,0,0,5676
90,106,30,8,0,0,5674
56,107,30,10,0,0,5672
0,107,30,10,0,0,5672
1,107,31,10,0,0,5670
30,107,33,10,0,0,5668
0,100,33,10,0,0,5666
1,100,33,10,0,0,5666
2,100,32,10,0,0,5664
115,106,32,12,0,0,5664
0,106,32,12,0,0,5652
2,106,32,12,0,0,5622
0,100,30,12,0,0,5370
0,100,30,12,0,0,5158
0,95,29,12,0,0,4619
0,95,29,12,0,0,4191
0,95,29,12,0,0,4037
2,95,29,14,0,0,3478
7,95,30,14,0,0,3295
1,89,28,10,0,0,3295
0,84,26,10,0,0,3295
4,84,26,10,0,0,3297
0,84,26,10,0,0,3297
33,86,27,10,0,0,3297
27,86,27,10,0,0,3299
3,86,27,10,0,0,3301
5,86,28,8,0,0,3301
12,67,28,8,0,0,3303
20,67,28,8,0,0,3305
5,67,28,8,0,0,3306
114,75,34,12,0,0,3306
29,76,34,12,0,0,3311
22,77,34,12,0,0,3311
2,77,34,12,0,0,3311
3,77,34,12,0,0,3311
0,77,34,12,0,0,3311
16,70,33,12,0,0,3311
127,60,33,12,0,0,3311
109,68,32,12,0,0,3311
0,68,31,12,0,0,3311
65,72,32,12,0,0,3311
5,72,33,12,0,0,3304
4,71,33,12,0,0,3269
33,71,33,12,0,0,3057
1,71,33,12,0,0,3044
0,71,33,12,0,0,2448
0,71,33,12,0,0,1916
6,71,33,12,0,0,1862
12,72,33,16,0,0,1379
2,72,33,16,0,0,841
0,69,33,16,0,0,795
3,49,31,16,0,0,606
23,49,31,16,0,0,543
2,49,31,16,0,0,480
0,49,31,16,0,0,417
0,49,31,16,0,0,333
0,49,31,16,0,0,291
0,49,31,16,0,0,207
0,49,31,16,0,0,124
0,49,31,16,0,0,123
2,49,31,16,0,0,39
1,49,31,16,0,0,39
0,48,31,14,0,0,39
27,48,31,14,0,0,39
65,49,32,14,0,0,39
36,48,32,12,0,0,39
60,49,32,14,0,0,39
0,49,31,14,0,0,39
0,49,31,14,0,0,39
0,42,30,12,0,0,39
0,42,30,12,0,0,39
2,42,30,12,0,0,39
2,42,30,12,0,0,39
0,42,30,12,0,0,39
1,42,30,12,0,0,39
0,42,30,12,0,0,39
63,48,33,12,0,0,39
55,53,32,10,0,0,39
2,53,32,10,0,0,37
0,53,32,10,0,0,37
0,53,32,10,0,0,37
6,53,32,10,0,0,35
0,53,32,10,0,0,35
0,51,32,10,0,0,35
0,51,31,10,0,0,33
0,51,31,10,0,0,31
0,50,31,10,0,0,31
2,50,31,10,0,0,29
0,49,31,10,0,0,27
0,49,31,10,0,0,26
210,58,28,10,0,0,26
41,61,29,12,0,0,21
0,60,29,12,0,0,21
10,61,30,12,0,0,21
16,62,31,12,0,0,21
36,63,32,14,0,0,22
0,62,32,14,0,0,22
2,51,31,14,0,0,22
80,48,32,14,0,0,22
0,48,32,14,0,0,22
0,44,30,14,0,0,22
4,44,30,14,0,0,22
0,44,30,14,0,0,20
26,45,30,14,0,0,1
0,45,29,14,0,0,1
0,45,29,14,0,0,1
2,45,29,14,0,0,1
0,45,28,14,0,0,1
10,45,30,10,0,0,1
21,47,32,10,0,0,1
0,47,32,10,0,0,1
1,47,32,10,0,0,1
0,47,31,10,0,0,1
0,47,31,10,0,0,1
0,47,31,10,0,0,1
81,52,33,12,0,0,1
65,57,35,12,0,0,1
2,57,35,12,0,0,1
0,57,35,12,0,0,1
0,57,35,12,0,0,1
2,57,35,12,0,0,1
1,57,35,12,0,0,1
0,57,35,12,0,0,1
0,57,35,12,0,0,1
13,57,37,12,0,0,1
19,57,39,12,0,0,1
35,57,40,10,0,0,1
90,58,40,12,0,0,1
92,60,41,18,0,0,1
83,67,42,18,0,0,2
0,67,42,18,0,0,2
2,67,42,18,0,0,2
2,67,42,20,0,0,2
0,67,42,20,0,0,2
0,67,42,20,0,0,2
201,81,45,22,0,0,2
2,75,44,22,0,0,2
0,70,43,22,0,0,2
4,70,43,22,0,0,2
0,70,43,22,0,0,2
2,70,43,24,0,0,2
31,72,43,26,0,0,2
0,72,43,26,0,0,2
0,72,43,26,0,0,2
0,72,43,26,0,0,2
2,72,43,28,0,0,2
0,72,43,28,0,0,2
0,72,43,28,0,0,2
0,72,43,28,0,0,2
0,72,43,28,0,0,2
4,55,42,24,0,0,2
1,51,40,22,0,0,2
0,51,40,22,0,0,2
37,51,41,24,0,0,2
15,50,40,24,0,0,2
253,66,39,24,0,0,1
133,78,39,24,0,0,1
0,78,39,24,0,0,1
1,73,38,24,0,0,1
173,87,39,24,0,0,1
0,87,39,24,0,0,1
5,87,39,24,0,0,1
10,88,39,24,0,0,1
23,89,39,26,0,0,1
16,89,39,28,0,0,1
37,89,39,28,0,0,1
38,89,39,28,0,0,1
60,91,40,30,0,0,1
0,90,39,30,0,0,1
0,88,39,30,0,0,1
8,89,39,32,0,0,1
27,89,39,32,0,0,2
0,89,39,32,0,0,2
0,89,39,32,0,0,2
26,91,40,34,0,0,2
0,86,40,32,0,0,2
12,82,36,32,0,0,2
69,86,38,34,0,0,2
14,86,38,34,0,0,2
12,86,38,34,0,0,2
113,87,38,34,0,0,2
28,87,38,54,0,0,2
71,90,39,64,0,0,2
64,92,39,64,0,0,2
13,91,39,64,0,0,3
58,92,39,66,0,0,3
0,91,39,66,0,0,3
9,91,38,68,0,0,3
0,89,38,62,0,0,3
2,82,37,62,0,0,2
2,82,37,62,0,0,2
2,82,37,62,0,0,2
20,82,37,60,0,0,2
0,82,37,60,0,0,2
44,83,38,60,0,0,2
27,69,35,58,0,0,2
28,69,35,58,0,0,2
30,69,35,58,0,0,2
38,69,35,58,0,0,2
27,69,35,58,0,0,2
29,69,35,56,0,0,2
10,67,34,54,0,0,2
0,67,34,54,0,0,2
0,67,34,54,0,0,2
0,67,34,54,0,0,2
0,67,34,52,0,0,2
113,78,34,52,0,0,2
11,79,36,54,0,0,2
0,79,36,54,0,0,2
0,79,36,54,0,0,2
2,79,36,54,0,0,2
2,79,36,54,0,0,2
0,79,36,54,0,0,2
0,78,35,52,0,0,2
2,78,35,52,0,0,2
0,61,34,50,0,0,2
3,49,32,50,0,0,2
0,49,32,50,0,0,2
0,48,32,50,0,0,2
0,34,32,50,0,0,2
0,34,32,50,0,0,2
3,34,32,50,0,0,2
0,33,32,50,0,0,2
0,31,29,48,0,0,2
2,31,29,46,0,0,2
0,31,29,46,0,0,2
0,31,29,46,0,0,2
0,29,29,44,0,0,2
6,29,30,44,0,0,2
32,29,30,44,0,0,2
34,28,30,42,0,0,2
26,29,30,42,0,0,1
0,29,30,42,0,0,1
0,29,30,42,0,0,1
29,29,29,40,0,0,1
21,29,29,40,0,0,1
5,28,29,40,0,0,1
3,24,27,38,0,0,1
0,24,27,38,0,0,1
4,24,27,38,0,0,1
5,23,27,38,0,0,1
1,23,27,18,0,0,1
3,20,25,8,0,0,1
3,18,25,8,0,0,1
4,18,25,8,0,0,0
6,17,23,6,0,0,0
3,17,23,6,0,0,0
4,16,23,2,0,0,0
3,16,23,2,0,0,0
0,16,23,2,0,0,0
3,16,23,2,0,0,0
5,16,23,2,0,0,0
5,16,23,2,0,0,0
0,16,23,2,0,0,0
3,16,23,4,0,0,0
0,16,23,4,0,0,0
0,16,23,4,0,0,0
29,19,24,6,0,0,0
4,19,24,6,0,0,0
9,19,25,6,0,0,1
84,27,26,6,0,0,1
29,28,27,6,0,0,1
18,30,27,6,0,0,1
0,30,27,6,0,0,1
2,30,28,6,0,0,1
0,30,28,6,0,0,1
0,19,27,6,0,0,1
0,18,25,4,0,0,1
59,24,25,4,0,0,1
51,28,25,4,0,0,1
2,28,25,4,0,0,1
33,28,25,4,0,0,1
0,28,25,4,0,0,1
20,29,28,6,0,0,2
86,29,28,6,0,0,43
220,29,28,6,0,0,231
4,30,28,8,0,0,232
552,30,28,8,0,0,744
552,30,28,8,0,0,1265
206,49,31,8,0,0,1270
1308,74,31,8,0,0,1779
753,76,31,8,0,0,2142
3,76,31,8,0,0,2142
27,78,31,8,0,0,2142
184,93,33,10,0,0,2142
64,97,33,10,0,0,2142
6,98,33,12,0,0,2142
21,99,33,12,0,0,2142
2,99,33,12,0,0,2142
282,120,36,16,0,0,2142
164,132,36,16,0,0,2142
18,132,36,16,0,0,2142
0,132,36,16,0,0,2142
0,132,36,16,0,0,2142
0,130,35,16,0,0,2142
0,130,33,16,0,0,2142
2,130,33,16,0,0,2142
0,130,33,16,0,0,2142
1,130,33,16,0,0,2142
0,130,33,16,0,0,2142
38,134,33,16,0,0,2142
73,140,33,18,0,0,2142
8,140,33,18,0,0,2142
0,140,33,18,0,0,2142
2,140,33,18,0,0,2142
16,140,32,18,0,0,2142
9,140,32,18,0,0,2142
0,140,31,18,0,0,2142
0,140,31,18,0,0,2142
2,140,32,18,0,0,2142
0,140,32,18,0,0,2142
3,140,32,18,0,0,2142
37,143,32,18,0,0,2142
0,143,32,18,0,0,2142
0,142,32,16,0,0,2142
0,142,32,16,0,0,2142
9,143,32,16,0,0,2142
0,140,32,14,0,0,2142
2,140,32,14,0,0,2142
0,140,31,14,0,0,2141
0,132,31,14,0,0,2141
1,131,31,14,0,0,2141
8,130,30,14,0,0,2141
5,130,30,14,0,0,2141
15,131,30,14,0,0,2141
4,131,30,14,0,0,2141
52,134,30,14,0,0,2141
40,134,30,14,0,0,2164
50,129,30,14,0,0,2183
198,126,29,14,0,0,2351
163,126,29,14,0,0,2477
197,127,28,14,0,0,2624
147,128,28,14,0,0,2725
80,128,27,12,0,0,2770
108,128,27,12,0,0,2813
121,129,27,12,0,0,2709
145,128,27,10,0,0,2834
172,128,28,10,0,0,2449
146,128,28,10,0,0,2054
121,110,28,10,0,0,2111
109,95,29,10,0,0,1603
10,93,29,10,0,0,1240
2,93,29,10,0,0,1240
0,91,29,10,0,0,1240
6,76,28,8,0,0,1240
0,72,26,8,0,0,1240
0,71,26,6,0,0,1240
0,70,26,6,0,0,1240
0,70,26,6,0,0,1240
0,49,23,2,0,0,1240
37,39,25,2,0,0,1240
119,48,26,2,0,0,1240
2,48,26,2,0,0,1240
1,48,26,2,0,0,1240
0,48,26,2,0,0,1240
0,48,26,2,0,0,1240
0,48,26,2,0,0,1240
0,48,26,2,0,0,1240
59,48,26,2,0,0,1282
15,48,26,2,0,0,1295
203,44,26,2,0,0,1471
398,38,26,0,0,0,1835
404,38,26,0,0,0,2189
82,45,27,0,0,0,2189
1,45,28,0,0,0,2189
3,45,28,0,0,0,2189
0,45,28,0,0,0,2189
1,45,28,0,0,0,2189
0,45,28,0,0,0,2189
0,45,27,0,0,0,2189
0,45,27,0,0,0,2189
5,46,28,2,0,0,2189
0,43,28,2,0,0,2189
2,43,29,2,0,0,2189
22,45,31,4,0,0,2189
0,45,31,4,0,0,2189
0,44,30,4,0,0,2189
0,44,30,4,0,0,2189
4,44,30,4,0,0,2189
69,50,32,4,0,0,2189
0,50,32,4,0,0,2189
2,50,32,4,0,0,2189
0,49,32,4,0,0,2189
0,49,32,4,0,0,2189
2,48,32,4,0,0,2189
0,48,32,4,0,0,2189
5,45,31,4,0,0,2189
0,45,31,4,0,0,2166
0,44,31,4,0,0,2147
0,43,31,4,0,0,1979
2,43,31,4,0,0,1853
3,42,31,4,0,0,1706
2,41,31,4,0,0,1605
0,40,31,4,0,0,1559
0,40,31,4,0,0,1475
0,39,31,4,0,0,1391
0,39,31,4,0,0,1265
1,40,31,4,0,0,1138
0,40,31,4,0,0,1012
0,39,31,4,0,0,950
10,30,28,4,0,0,949
3,30,28,4,0,0,949
0,30,28,4,0,0,949
0,30,28,4,0,0,949
0,30,27,4,0,0,949
11,31,28,6,0,0,949
240,53,29,8,0,0,949
17,54,29,8,0,0,949
0,54,29,8,0,0,949
0,54,29,8,0,0,949
0,52,28,8,0,0,949
1,42,27,8,0,0,949
1,42,27,8,0,0,949
0,42,27,8,0,0,949
0,42,27,8,0,0,949
0,42,27,8,0,0,949
2,42,27,8,0,0,949
0,42,27,8,0,0,949
110,52,28,8,0,0,907
0,52,28,8,0,0,894
2,52,28,8,0,0,718
0,52,28,8,0,0,354
1,52,26,8,0,0,0
0,45,24,8,0,0,0
0,45,24,8,0,0,0
83,51,25,12,0,0,0
6,51,27,12,0,0,0
39,54,26,12,0,0,0
0,54,26,12,0,0,0
0,54,26,12,0,0,0
24,56,29,12,0,0,0
72,60,31,10,0,0,0
1,60,31,10,0,0,0
3,60,30,10,0,0,0
11,59,29,10,0,0,0
0,59,29,10,0,0,0
108,66,30,10,0,0,0
116,74,33,10,0,0,0
2,74,33,10,0,0,0
1,68,32,10,0,0,0
0,68,32,10,0,0,0
0,68,32,10,0,0,0
1,68,32,10,0,0,0
111,76,32,10,0,0,0
9,77,32,10,0,0,0
0,77,32,10,0,0,0
1,77,32,10,0,0,0
0,77,32,10,0,0,0
0,77,32,10,0,0,0
0,77,32,10,0,0,0
2,77,32,10,0,0,0
0,77,32,10,0,0,0
38,80,32,10,0,0,0
4,80,32,10,0,0,0
0,80,32,10,0,0,0
0,80,32,10,0,0,0
2,80,33,10,0,0,0
0,79,33,10,0,0,0
0,79,33,10,0,0,0
0,79,33,10,0,0,0
0,78,33,10,0,0,0
66,79,35,10,0,0,0
136,92,37,10,0,0,0
88,100,38,12,0,0,0
0,100,38,12,0,0,0
1,99,38,10,0,0,0
0,77,36,8,0,0,0
0,76,34,8,0,0,0
0,76,34,8,0,0,0
0,76,34,8,0,0,0
2,76,35,8,0,0,0
0,76,35,8,0,0,0
1,76,35,8,0,0,0
0,76,35,8,0,0,0
0,76,35,8,0,0,0
29,76,36,8,0,0,3
8,76,36,8,0,0,3
100,84,39,8,0,0,3
0,74,37,8,0,0,3
0,74,37,8,0,0,3
4,74,37,8,0,0,3
0,74,37,8,0,0,3
1,74,37,8,0,0,3
0,74,37,8,0,0,3
1,74,38,8,0,0,3
10,69,41,8,0,0,3
5,69,41,8,0,0,3
1,66,40,8,0,0,3
0,66,40,8,0,0,3
4,66,40,8,0,0,3
9,64,39,14,0,0,3
49,60,37,52,0,0,3
37,60,37,88,0,0,3
176,73,38,122,0,0,3
64,74,38,156,0,0,3
