SYNBool,TCPCount,RSTCount,SSHCount,ThirdMNumberPackets,CorJSCount
0,0,0,0,0.52734375,0
0,0,0,0,0.65625,0
0,0,0,0,0.65625,0
0,0,0,0,0.52734375,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.09375,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
1,6,0,0,50.625,0
1,10,0,0,38.61328125,0
1,10,0,0,35.34375,0
2,12,0,0,28.875,0
2,12,0,0,27.03515625,0
2,12,0,0,23.16796875,0
2,12,0,0,23.16796875,0
2,12,0,0,20.70703125,0
1,6,0,0,1.59375,0
1,2,0,0,0.59765625,0
1,2,0,0,1.37109375,0
0,0,0,0,0.19921875,0
0,0,0,0,0.46875,0
0,0,0,0,0.75,0
0,2,0,0,12.28125,0
0,2,0,0,15,0
0,2,0,0,17.71875,0
0,2,0,0,17.71875,0
0,2,0,0,17.71875,0
0,2,0,0,14.23828125,0
0,2,0,0,14.23828125,0
0,2,0,0,14.23828125,0
0,0,0,0,1.875,0
0,0,0,0,1.98046875,0
0,0,0,0,1.5,0
0,0,0,0,1.11328125,0
0,0,0,0,1.11328125,0
0,0,0,0,0.94921875,0
0,0,0,0,0.94921875,0
0,0,0,0,0.94921875,0
0,0,0,0,1.21875,0
0,0,0,0,0.05859375,0
0,0,0,0,0.09375,0
0,0,0,0,0.08203125,0
0,0,0,0,0.09375,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.65625,0
0,0,0,0,0.65625,0
0,0,0,0,0.52734375,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.09375,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.52734375,2
0,0,0,0,0.52734375,2
0,0,0,0,13.67578125,2
0,0,0,0,13.67578125,2
0,0,0,0,15,2
0,0,0,0,15,2
0,0,0,0,13.67578125,2
0,0,0,0,13.67578125,2
0,0,0,0,13.67578125,0
0,0,0,0,11.12109375,0
0,0,0,0,0.50390625,0
0,0,0,0,0.19921875,0
0,0,0,0,0.19921875,0
0,0,0,0,0.19921875,0
0,2,0,0,41.91796875,0
0,2,0,0,41.91796875,0
0,2,0,0,44.90625,0
0,2,0,0,50.625,0
0,2,0,0,50.625,0
0,2,0,0,53.77734375,0
0,2,0,0,53.77734375,0
0,2,0,0,53.77734375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.08203125,0
0,0,0,0,4.62890625,0
0,2,0,0,12.99609375,0
0,2,0,0,14.53125,0
0,2,0,0,14.53125,0
0,2,0,0,12.99609375,0
0,2,0,0,12.99609375,0
0,2,0,0,12.99609375,0
0,2,0,0,12.99609375,0
0,2,0,0,16.32421875,0
1,2,0,0,0.52734375,0
1,2,0,0,0.52734375,0
1,2,0,0,0.375,0
1,2,0,0,0.52734375,0
1,2,0,0,0.52734375,0
1,2,0,0,0.50390625,0
1,2,0,0,0.50390625,0
2,12,0,0,1483.5,1
1,10,0,0,1534.78125,1
1,10,0,0,1534.78125,1
1,10,0,0,1560.222656,1
1,10,0,0,1507.792969,1
1,10,0,0,1457.519531,1
1,10,0,0,1507.792969,1
1,10,0,0,1507.792969,1
0,0,0,0,0.75,0
0,0,0,0,0.75,0
0,0,0,0,0.75,0
0,0,0,0,0.75,0
0,0,0,0,0.65625,0
0,0,0,0,0.65625,0
0,0,0,0,0.65625,0
1,4,0,0,380.9648438,0
1,8,0,0,309.84375,0
1,8,0,0,309.84375,0
2,12,0,0,222.65625,0
3,22,0,0,3697.5,5
3,22,0,0,3697.5,5
3,23,0,0,3307.605469,5
3,24,0,0,2822.53125,5
2,20,0,0,3425.167969,5
2,17,0,0,3258.84375,5
2,46,5,0,2908.300781,5
1,42,5,0,3332.15625,5
0,33,5,0,2648.378906,0
0,36,5,0,2220.339844,0
0,36,5,0,2371.21875,0
0,35,5,0,2573.894531,0
0,36,5,0,2498.027344,0
0,36,5,0,2728.722656,0
0,7,0,0,51.62109375,0
0,7,0,0,44.84765625,0
0,6,0,0,38.54296875,0
0,3,0,0,-0.17578125,0
0,2,0,0,-0.87890625,0
0,2,0,0,-0.87890625,0
0,1,0,0,-0.38671875,0
0,1,0,0,0.28125,0
0,2,0,0,-0.38671875,0
0,2,0,0,0.38671875,0
0,4,0,0,10.55859375,0
0,4,0,0,7.21875,0
0,4,0,0,10.5,0
1,31,0,0,2048.15625,0
1,32,0,0,1948.066406,0
1,32,0,0,1893.199219,0
1,31,0,0,1873.5,0
1,32,0,0,1765.875,0
1,31,0,0,1942.78125,0
1,32,0,0,1942.78125,0
1,32,0,0,1968.035156,0
0,5,0,0,1.04296875,0
0,6,0,0,10.21875,0
0,5,0,0,12.17578125,0
0,5,0,0,43.5,0
0,4,0,0,48.43359375,0
0,3,0,0,46.875,0
0,2,0,0,38.90625,0
0,4,0,0,24.43359375,0
0,5,0,0,19.86328125,0
0,3,0,0,44.71875,0
0,4,0,0,31.53515625,0
0,4,0,0,1.65234375,0
0,4,0,0,6.75,0
0,4,0,0,8.26171875,0
0,5,0,0,8.33203125,0
0,4,0,0,5.25,0
0,4,0,0,2.84765625,0
0,5,0,0,-0.48046875,0
0,5,0,0,-0.48046875,0
0,6,0,0,-3.75,0
0,7,0,0,-6,0
0,12,0,0,85.21875,0
0,13,0,0,85.21875,0
0,12,0,0,53.47265625,0
0,11,0,0,84.375,0
0,10,0,0,160.8398438,0
0,9,0,0,265.78125,0
0,8,0,0,332.2851563,0
0,7,0,0,439.125,0
0,2,0,0,9.17578125,0
0,0,0,0,5.25,0
0,0,0,0,4.62890625,0
0,0,0,0,3.57421875,0
0,0,0,0,3.57421875,0
0,0,0,0,2.42578125,0
0,0,0,0,0.28125,0
1,2,0,0,0,0
1,2,0,0,0,0
1,2,0,0,0,0
1,2,0,0,0.19921875,0
1,2,0,0,0.50390625,0
1,2,0,0,0.75,0
1,2,0,0,1.40625,0
1,2,0,0,1.81640625,0
0,0,0,0,1.81640625,0
1,4,0,0,19.125,0
2,192,0,0,864578.8945,0
2,192,0,0,861234.5273,0
2,192,0,0,861234.5273,0
2,192,0,0,866289.75,0
2,192,0,0,862935.0938,0
2,192,0,0,861276.3398,0
2,192,0,0,864620.332,0
1,188,0,0,876820.5938,0
0,0,0,0,0.28125,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
1,26,0,0,2085.84375,0
1,26,0,0,2085.84375,0
1,26,0,0,2116.582031,0
1,26,0,0,2116.582031,0
1,26,0,0,2053.277344,0
1,26,0,0,2083.40625,0
2,213,0,0,881375.25,0
3,226,0,0,849289.9688,0
2,200,0,0,905592,0
2,200,0,0,909026.7188,0
2,200,0,0,909026.7188,0
2,200,0,0,909026.7188,0
2,200,0,0,912483.75,0
2,200,0,0,912483.75,0
1,13,0,0,466.4648438,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0,0
1,19,0,0,2214.84375,0
1,19,0,0,2182.230469,0
1,19,0,0,2182.230469,0
1,19,0,0,2182.230469,0
1,19,0,0,2182.230469,0
1,19,0,0,2182.230469,0
1,19,0,0,2182.230469,0
1,19,0,0,2116.582031,0
0,0,0,0,0.52734375,0
0,0,0,0,0.65625,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,3,0,0,95.53125,0
0,6,0,0,77.15625,0
0,6,0,0,68.25,0
0,6,0,0,77.15625,0
0,6,0,0,77.15625,0
0,6,0,0,77.15625,0
1,8,0,0,60.17578125,0
1,8,0,0,60.17578125,0
1,5,0,0,28.59375,0
1,2,0,0,4.21875,0
1,2,0,0,4.62890625,0
1,2,0,0,4.62890625,0
1,2,0,0,4.62890625,0
1,2,0,0,3.57421875,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,1.40625,0
0,0,0,0,1.40625,0
0,0,0,0,1.5,0
0,0,0,0,0.33984375,0
0,0,0,0,0,0
0,0,0,0,1.03125,0
0,0,0,0,0.62109375,0
0,0,0,0,0.375,0
0,0,0,0,1.11328125,0
0,0,0,0,1.11328125,0
0,0,0,0,1.21875,0
1,82,0,0,58943.37891,0
1,82,0,0,58943.37891,0
1,82,0,0,58943.37891,0
1,82,0,0,58358.44922,0
1,82,0,0,58638.28125,0
1,82,0,0,58072.5,0
2,211,0,0,231199.7695,1
2,211,0,0,231199.7695,1
1,129,0,0,288828.9492,1
1,129,0,0,289639.7813,1
1,129,0,0,289639.7813,1
1,129,0,0,292134.4336,1
1,129,0,0,292134.4336,1
1,129,0,0,292972.9688,1
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
1,50,0,0,12812.63672,0
2,270,0,0,1544724.844,3
3,342,0,0,1296570.246,3
3,342,0,0,1298590.219,3
3,342,0,0,1298590.219,3
3,342,0,0,1296570.246,3
3,342,0,0,1296570.246,3
3,342,0,0,1296570.246,3
2,292,0,0,1448243.379,3
1,72,0,0,57547.96875,0
0,0,0,0,4.62890625,0
0,0,0,0,4.03125,0
1,52,0,0,18717.375,0
1,52,0,0,18848.02734,0
1,52,0,0,18848.02734,0
1,52,0,0,18157.5,0
1,52,0,0,18157.5,0
1,52,0,0,17905.21875,0
1,52,0,0,18436.03125,0
1,52,0,0,18564.12891,0
0,0,0,0,8.44921875,0
0,0,0,0,8.44921875,0
0,0,0,0,8.44921875,0
0,0,0,0,0.65625,0
0,0,0,0,0.65625,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.52734375,0
0,0,0,0,0.75,0
0,0,0,0,0.75,0
0,0,0,0,1.13671875,0
0,0,0,0,1.13671875,0
0,0,0,0,0.75,0
0,0,0,0,0.09375,0
0,0,0,0,-0.03515625,0
0,0,0,0,0.45703125,0
0,0,0,0,1.04296875,0
0,0,0,0,1.04296875,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,0.09375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.50390625,0
0,0,0,0,0.50390625,0
0,0,0,0,0.50390625,0
0,0,0,0,0.50390625,0
0,0,0,0,0.75,0
0,0,0,0,0.75,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.08203125,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.65625,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.50390625,0
0,0,0,0,0.52734375,0
0,0,0,0,0.50390625,0
0,0,0,0,0.50390625,0
0,0,0,0,0.50390625,0
0,0,0,0,0.50390625,0
0,0,0,0,0.75,0
0,0,0,0,0.75,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.09375,0
0,0,0,0,0.05859375,0
0,0,0,0,1.53515625,0
0,0,0,0,1.21875,0
0,0,0,0,0.94921875,0
0,0,0,0,0.55078125,0
0,0,0,0,0.46875,0
0,0,0,0,0.46875,0
0,0,0,0,0.24609375,0
0,0,0,0,0.28125,0
0,0,0,0,0.10546875,0
0,0,0,0,0,0
0,0,0,0,0.19921875,0
0,0,0,0,0.50390625,0
0,0,0,0,0.50390625,0
0,0,0,0,0.19921875,0
0,0,0,0,0.19921875,0
0,0,0,0,0.19921875,0
0,0,0,0,0.19921875,0
0,0,0,0,0.50390625,0
0,0,0,0,0.50390625,0
0,0,0,0,0.50390625,0
1,42,0,0,11145,0
2,81,0,0,11884.69922,0
2,81,0,0,12014.53125,0
2,81,0,0,12014.53125,0
2,81,0,0,12014.53125,0
2,81,0,0,12014.53125,0
2,81,0,0,12014.53125,0
2,81,0,0,12014.53125,0
1,39,0,0,9479.871094,0
0,0,0,0,0.09375,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.08203125,0
0,0,0,0,4.62890625,0
0,0,0,0,4.62890625,0
0,0,0,0,4.62890625,0
0,0,0,0,5.25,0
0,0,0,0,5.25,0
0,0,0,0,4.62890625,0
0,0,0,0,3.57421875,0
0,1,0,0,2.34375,0
0,1,0,0,1.40625,0
0,1,0,0,1.40625,0
0,1,0,0,1.40625,0
0,1,0,0,0.75,0
0,1,0,0,0.09375,0
1,8,0,0,34.21875,0
1,8,0,0,39,0
1,7,0,0,44.90625,0
1,7,0,0,44.90625,0
1,7,0,0,44.90625,0
1,7,0,0,44.90625,0
1,7,0,0,47.94140625,0
1,7,0,0,53.77734375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
1,2,0,0,803.71875,0
1,2,0,0,770.625,0
1,2,0,0,803.71875,0
2,3,0,0,752.5664063,0
2,3,0,0,736.03125,0
2,3,0,0,736.03125,0
3,29,0,0,1498.59375,0
3,29,0,0,1444.125,0
2,27,0,0,1829.71875,0
2,27,0,0,1896,0
3,174,0,0,402187.875,1
2,181,0,0,396147.4688,1
2,181,0,0,397938,1
2,181,0,0,397938,1
1,155,0,0,431338.1836,1
1,155,0,0,433382.9883,1
1,155,0,0,466591.4063,1
1,155,0,0,466591.4063,1
0,8,0,0,50.625,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
1,16,0,0,1070.683594,0
2,18,0,0,985.9804688,0
2,18,0,0,1006.40625,0
2,18,0,0,1025.285156,0
2,18,0,0,1025.285156,0
2,18,0,0,1025.285156,0
2,18,0,0,1025.285156,0
2,18,0,0,985.9804688,0
1,2,0,0,3.57421875,0
0,0,0,0,0.52734375,0
0,0,0,0,0.65625,0
0,0,0,0,0.65625,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,3.57421875,0
0,0,0,0,4.62890625,0
0,0,0,0,4.62890625,0
0,0,0,0,4.62890625,0
0,0,0,0,4.62890625,0
0,0,0,0,4.62890625,0
0,0,0,0,5.25,0
1,4,0,0,242.0273438,0
1,10,0,0,393,1
2,13,0,0,331.875,1
3,133,0,0,203760.1758,2
4,172,0,0,168385.5,2
4,172,0,0,168385.5,2
4,172,0,0,168385.5,2
4,172,0,0,167908.0664,2
3,168,0,0,177296.7188,2
4,225,0,0,141303.7148,1
4,392,0,0,429499.2188,4
3,272,0,0,601338.2813,3
2,233,0,0,689697.5742,3
2,233,0,0,685315.0313,3
2,233,0,0,685315.0313,3
2,233,0,0,686743.3008,3
3,245,0,0,660100.7813,3
3,309,0,0,637618.5,5
3,293,0,0,468783,3
4,366,0,0,319041.3867,5
4,366,0,0,317434.6758,5
4,366,0,0,319122.9492,5
4,366,0,0,314880,5
4,366,0,0,311748.75,5
3,354,0,0,330145.6055,5
2,227,0,0,448566.9961,3
1,73,0,0,52090.03125,2
0,0,0,0,3.65625,0
0,0,0,0,5.625,0
0,0,0,0,6.62109375,0
0,0,0,0,3.57421875,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,0.375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.375,0
1,2,0,0,3.57421875,0
1,2,0,0,4.21875,0
1,2,0,0,4.21875,0
1,2,0,0,3.57421875,0
1,2,0,0,3.57421875,0
1,2,0,0,3.57421875,0
1,2,0,0,3.57421875,0
1,2,0,0,4.62890625,0
0,0,0,0,4.62890625,0
0,0,0,0,4.62890625,0
0,0,0,0,4.62890625,0
0,0,0,0,5.25,0
0,0,0,0,5.25,0
0,0,0,0,4.62890625,0
0,0,0,0,4.62890625,0
0,0,0,0,3.57421875,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.09375,0
0,0,0,0,0.375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.52734375,0
0,0,0,0,0.75,0
0,0,0,0,0.75,0
0,3,0,0,47.47265625,0
1,62,0,0,26947.875,0
1,62,0,0,26787.22266,0
1,62,0,0,27117.43359,0
1,62,0,0,27117.43359,0
1,62,0,0,27117.43359,0
1,62,0,0,27454.67578,0
1,62,0,0,27454.67578,0
1,59,0,0,29180.25,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.52734375,0
0,0,0,0,0.50390625,0
0,3,0,0,30.22265625,0
0,3,0,0,30.22265625,0
0,3,0,0,24,0
0,3,0,0,24,0
0,3,0,0,25.60546875,0
0,3,0,0,21.83203125,0
0,3,0,0,24,0
1,128,0,0,254974.2188,3
2,308,0,0,707816.1563,7
2,308,0,0,706146.1055,7
2,308,0,0,711283.875,7
3,342,0,0,637894.5,7
4,373,0,0,566118.1992,7
4,373,0,0,568394.1914,7
4,373,0,0,569527.125,7
3,248,0,0,734903.25,4
2,65,0,0,4707.574219,0
2,65,0,0,4771.40625,0
2,65,0,0,4771.40625,0
2,50,0,0,5324.800781,1
1,19,0,0,4695.46875,1
2,31,0,0,4237.96875,2
3,40,0,0,2456.285156,3
4,45,0,0,1165.980469,3
5,193,0,0,320194.875,5
6,428,0,0,1568208.457,9
7,442,0,0,1528298.027,9
6,423,0,0,1636269.375,8
6,423,0,0,1631992.406,8
5,411,0,0,1727423.906,7
4,402,0,0,1813539.246,6
3,397,0,0,1871993.613,6
2,249,0,0,2347001.719,4
1,14,0,0,442.4414063,0
0,0,0,0,0.52734375,0
1,2,0,0,3.57421875,0
1,2,0,0,4.03125,0
1,2,0,0,4.03125,0
1,2,0,0,4.03125,0
1,2,0,0,4.03125,0
1,2,0,0,4.62890625,0
1,2,0,0,3.57421875,0
1,2,0,0,3,0
0,0,0,0,0.375,0
0,0,0,0,1.40625,0
0,0,0,0,1.04296875,0
0,0,0,0,0.75,0
0,0,0,0,0.75,0
0,0,0,0,0.55078125,0
0,0,0,0,0.94921875,0
1,20,0,0,1010.34375,0
1,20,0,0,1010.34375,0
1,20,0,0,1072.464844,0
1,23,0,0,922.59375,0
1,23,0,0,940.9570313,0
2,28,0,0,708.2226563,0
2,28,0,0,708.2226563,0
2,28,0,0,708.2226563,0
2,20,0,0,2101.78125,3
3,28,0,0,1566.75,4
4,36,0,0,660,5
4,38,0,0,-5.58984375,8
4,38,0,0,-5.58984375,8
3,33,0,0,382.6523438,8
4,62,0,0,-689.4726563,9
4,62,0,0,-689.4726563,9
3,50,0,0,357.1289063,6
3,68,0,0,1073.90625,5
3,119,0,0,11749.5,4
3,114,0,0,15137.66016,1
3,114,0,0,15137.66016,1
3,114,0,0,15356.49609,1
2,85,0,0,21699.84375,0
3,86,0,0,21546.62109,0
4,317,0,0,1371625.219,5
4,371,0,0,1209791.625,7
3,312,0,0,1406238.668,7
3,312,0,0,1410950.285,7
3,312,0,0,1410950.285,7
3,312,0,0,1406238.668,9
4,326,0,0,1341466.5,9
3,325,0,0,1334888.871,9
3,186,0,0,81084.52734,4
3,115,0,0,74148.05859,3
3,115,0,0,74432.34375,3
3,119,0,0,70787.00391,3
3,119,0,0,70281.01172,3
3,123,0,0,67507.5,1
2,109,0,0,75953.80078,1
2,109,0,0,77152.25391,1
1,17,0,0,714.2460938,1
0,8,0,0,98.71875,0
0,8,0,0,98.71875,0
0,4,0,0,90.85546875,0
0,4,0,0,99.78515625,0
0,0,0,0,0.65625,0
0,0,0,0,0.08203125,0
0,4,0,0,104.625,0
0,4,0,0,104.625,0
1,32,0,0,2018.027344,0
2,41,0,0,1592.917969,0
2,41,0,0,1592.917969,0
2,41,0,0,1592.917969,0
2,41,0,0,1592.917969,0
2,41,0,0,1564.5,0
2,37,0,0,1957.535156,0
3,41,0,0,1748.777344,0
3,77,0,0,26792.25,0
3,108,0,0,23532,0
3,108,0,0,23532,0
3,108,0,0,23532,0
3,108,0,0,23532,0
4,118,0,0,20418.09375,1
5,188,0,0,25480.06641,2
4,184,0,0,26412,2
3,120,0,0,38190.75,2
2,80,0,0,48316.27734,2
2,80,0,0,47835.69141,2
2,80,0,0,47364.57422,2
2,80,0,0,47364.57422,2
1,70,0,0,51881.63672,1
0,4,0,0,74.87109375,0
1,47,1,0,10371.48047,0
1,47,1,0,10371.48047,0
2,59,1,0,8261.90625,0
2,59,1,0,8424.375,0
3,64,1,0,7418.941406,1
3,65,1,0,6751.910156,1
4,74,1,0,5506.5,1
4,71,1,0,6144,1
4,37,0,0,1155.75,1
5,97,0,0,19552.5,4
5,180,0,0,90808.55859,8
6,219,0,0,58360.5,9
6,219,0,0,58650.29297,8
7,237,0,0,48450,10
7,238,0,0,47236.875,10
8,247,0,0,45818.49609,10
8,248,0,0,45603,10
8,198,0,0,67622.15625,7
8,113,0,0,9746.214844,3
7,75,0,0,223.125,2
7,127,0,0,117886.4063,8
7,192,0,0,319635.9727,10
6,182,0,0,335018.25,10
5,172,0,0,352827.2813,10
4,162,0,0,372030.1758,10
4,155,0,0,388715.625,10
3,145,0,0,410041.125,10
3,144,0,0,417395.5313,10
2,88,0,0,496717.875,4
1,6,0,0,18.375,0
2,16,0,0,183.09375,0
3,26,0,0,116.15625,0
4,44,0,0,921.2460938,0
4,48,0,0,602.71875,0
5,58,0,0,270,1
6,74,0,0,703.8632813,2
7,100,0,0,237.09375,2
7,98,0,0,-407.53125,2
6,88,0,0,-463.78125,2
6,88,0,0,-931.6054688,2
5,70,0,0,535.5,2
5,74,0,0,-287.15625,2
5,71,0,0,-92.84765625,1
4,59,0,0,-431.71875,2
3,32,0,0,111.75,2
3,32,0,0,104.90625,2
3,32,0,0,108.9023438,2
3,25,0,0,258.8554688,14
3,25,0,0,257.34375,14
2,18,0,0,588.4335938,14
2,21,0,0,716.8476563,15
2,19,0,0,808.9101563,13
3,28,0,0,500.3085938,13
3,29,0,0,490.875,13
3,29,0,0,490.875,13
3,35,0,0,490.875,1
4,110,0,0,49081.875,1
5,354,0,0,1844171.801,8
5,369,0,0,1827758.344,8
6,376,0,0,1808815.441,8
5,368,0,0,1840425.551,8
6,376,0,0,1808815.441,8
6,378,0,0,1801924.5,8
6,388,0,0,1719299.121,9
5,314,0,0,2016144.668,9
5,75,0,0,1998.75,2
5,117,0,0,138967.2188,5
5,217,0,0,607480.5,17
6,250,0,0,550254,18
5,241,0,0,565099.1367,18
6,241,0,0,565099.1367,18
5,226,0,0,621225,17
5,225,0,0,623708.7188,17
4,216,0,0,642321.9258,17
3,149,0,0,824760,13
2,40,0,0,3701.003906,1
2,14,0,0,55.5,0
2,14,0,0,59.07421875,0
1,16,0,0,47.98828125,0
1,12,0,0,33.46875,0
1,12,0,0,37.5,0
1,12,0,0,33.46875,0
2,21,0,0,1002.375,1
2,21,0,0,1033.21875,1
2,23,0,0,994.875,1
3,47,0,0,11489.73047,3
4,54,0,0,8334.84375,4
5,93,0,0,6918.375,4
6,104,0,0,3022.183594,5
6,110,0,0,2244.292969,6
5,101,0,0,3764.625,5
6,146,0,0,-611.4960938,5
6,282,0,0,204335.9063,6
6,336,0,0,177187.2539,4
5,325,0,0,191736,3
4,286,0,0,249110.0742,3
3,275,0,0,278132.25,2
3,269,0,0,300098.9063,1
3,269,0,0,300098.9063,1
2,224,0,0,363386.4258,1
1,78,0,0,70011,0
0,0,0,0,0.08203125,0
0,0,0,0,0.52734375,0
0,0,0,0,0.65625,0
0,0,0,0,0.65625,0
0,0,0,0,0.75,0
0,0,0,0,0.50390625,0
0,0,0,0,0.50390625,0
0,0,0,0,0.19921875,0
0,0,0,0,0.19921875,0
1,31,0,0,28465.125,2
2,159,0,0,454891.207,3
3,167,0,0,425932.5,4
4,174,0,0,399816.0938,5
5,182,0,0,374068.2188,6
6,190,0,0,349770,7
6,190,0,0,348580.4063,7
6,194,0,0,333467.543,8
5,163,0,0,406820.25,6
4,35,0,0,-673.3476563,5
4,35,0,0,-711.6210938,5
3,28,0,0,11.47265625,4
2,20,0,0,767.625,3
1,12,0,0,1071.09375,2
1,12,0,0,1192.40625,2
1,8,0,0,1258.96875,1
1,8,0,0,1258.96875,1
1,8,0,0,1258.96875,1
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
0,0,0,0,0.08203125,0
1,92,0,0,171451.582,0
2,133,0,0,137997.6563,1
2,138,0,0,125302.9688,2
2,138,0,0,124841.2617,2
2,138,0,0,123913.1133,2
2,138,0,0,123913.1133,2
2,138,0,0,123913.1133,2
2,138,0,0,122038.9102,2
1,46,0,0,19263.41016,2
0,5,0,0,553.1835938,1
0,0,0,0,3.57421875,0
0,0,0,0,4.21875,0
0,0,0,0,5.25,0
0,0,0,0,4.62890625,0
0,0,0,0,5.05078125,0
1,8,0,0,1163.90625,1
1,8,0,0,1163.90625,1
1,8,0,0,1163.90625,1
1,8,0,0,1121.25,1
1,8,0,0,1121.25,1
1,8,0,0,1080.84375,1
1,8,0,0,1099.582031,1
1,8,0,0,1189.910156,1
0,0,0,0,0.50390625,0
0,0,0,0,0.50390625,0
1,30,0,0,3297.75,0
2,207,0,0,780877.5,0
2,213,0,0,768204.75,0
2,213,0,0,769715.543,0
2,213,0,0,766723.957,0
3,249,0,0,696633.6563,1
4,257,0,0,657240,1
5,265,0,0,626542.2773,3
4,235,0,0,676530.6445,3
3,58,0,0,2382,3
3,52,0,0,2796.75,3
3,52,0,0,2832.292969,3
3,52,0,0,2917.722656,3
2,16,0,0,1459.5,2
2,18,0,0,1856.730469,2
1,19,0,0,1750.875,0
1,26,0,0,1172.027344,0
1,26,0,0,1143.75,0
1,26,0,0,1122.503906,0
1,26,0,0,1078.699219,0
2,206,1,0,697882.7813,1
3,341,1,0,626109.375,2
2,346,1,0,586712.4727,2
2,346,1,0,581040.75,2
3,390,1,0,490824.9023,3
4,588,1,0,342065.25,3
