"R"," R", "163097","09:09:45.325407","","","ARP","60","172.16.0.1 is at 00:10:7b:38:46:33"
"R"," R", "181310","09:25:11.805939","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=350 Ack=5628 Win=32120 Len=0"
"R"," R", "181311","09:25:11.964011","172.16.112.194","207.200.75.201","TCP","60","11210 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "181312","09:25:11.968568","207.200.75.201","172.16.112.194","TCP","60","80 → 11210 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "181313","09:25:11.968749","172.16.112.194","207.200.75.201","TCP","60","11210 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "181314","09:25:11.969391","172.16.112.194","207.200.75.201","HTTP","364","GET /fwd/hom02flh1/http://sports.netscape.com HTTP/1.0 "
"R"," R", "181315","09:25:11.992492","207.200.75.201","172.16.112.194","TCP","60","80 → 11210 [ACK] Seq=1 Ack=311 Win=32736 Len=0"
"R"," R", "181316","09:25:12.030447","207.200.75.201","172.16.112.194","HTTP","469","HTTP/1.0 302 NSAPI REDIRECTOR: INVALID URL "
"R"," R", "181317","09:25:12.030496","207.200.75.201","172.16.112.194","TCP","60","80 → 11210 [FIN, ACK] Seq=416 Ack=311 Win=32736 Len=0"
"R"," R", "181318","09:25:12.030645","172.16.112.194","207.200.75.201","TCP","60","11210 → 80 [ACK] Seq=311 Ack=417 Win=31704 Len=0"
"R"," R", "181319","09:25:12.031076","172.16.112.194","207.200.75.201","TCP","60","11210 → 80 [FIN, ACK] Seq=311 Ack=417 Win=32120 Len=0"
"R"," R", "181320","09:25:12.033182","172.16.112.20","192.168.1.20","DNS","79","Standard query 0x6877 A sports.netscape.com"
"R"," R", "181321","09:25:12.035376","207.200.75.201","172.16.112.194","TCP","60","80 → 11210 [ACK] Seq=417 Ack=312 Win=32735 Len=0"
"R"," R", "181322","09:25:12.036001","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181323","09:25:12.036351","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181324","09:25:12.039270","192.168.1.20","172.16.112.20","DNS","139","Standard query response 0x6877 A sports.netscape.com A 206.79.229.18 NS aesop.world.net A 192.168.1.20"
"R"," R", "181325","09:25:12.040751","172.16.112.194","206.79.229.18","TCP","60","11269 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "181326","09:25:12.055897","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=351 Ack=5629 Win=32120 Len=0"
"R"," R", "181327","09:25:12.455948","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181328","09:25:12.456262","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181329","09:25:12.475812","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=352 Ack=5630 Win=32120 Len=0"
"R"," R", "181330","09:25:12.876102","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181331","09:25:12.876345","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181332","09:25:12.895737","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=353 Ack=5631 Win=32120 Len=0"
"R"," R", "181333","09:25:13.038300","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181334","09:25:13.038541","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181335","09:25:13.055697","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=356 Ack=5634 Win=32120 Len=0"
"R"," R", "181336","09:25:13.055902","172.16.114.148","197.218.177.69","TELNET","87","Telnet Data ..."
"R"," R", "181337","09:25:13.058324","197.218.177.69","172.16.113.50","TELNET","74","Telnet Data ..."
"R"," R", "181338","09:25:13.075684","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=356 Ack=5667 Win=32120 Len=0"
"R"," R", "181339","09:25:13.102948","172.16.113.50","197.218.177.69","TELNET","75","Telnet Data ..."
"R"," R", "181340","09:25:13.115685","197.218.177.69","172.16.113.50","TCP","60","4677 → 23 [ACK] Seq=529 Ack=4348 Win=32696 Len=0"
"R"," R", "181341","09:25:13.290386","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181342","09:25:13.290630","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181343","09:25:13.305648","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=357 Ack=5668 Win=32120 Len=0"
"R"," R", "181344","09:25:13.945851","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181345","09:25:13.946092","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181346","09:25:13.965519","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=358 Ack=5669 Win=32120 Len=0"
"R"," R", "181347","09:25:14.605501","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181348","09:25:14.606226","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181349","09:25:14.625367","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=359 Ack=5670 Win=32120 Len=0"
"R"," R", "181350","09:25:14.955412","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181351","09:25:14.955850","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181352","09:25:14.975299","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=360 Ack=5671 Win=32120 Len=0"
"R"," R", "181353","09:25:15.036644","172.16.112.194","206.79.229.18","TCP","60","[TCP Retransmission] 11269 → 80 [SYN] Seq=0 Win=32120 Len=0 MSS=1460"
"R"," R", "181354","09:25:15.043045","206.79.229.18","172.16.112.194","TCP","60","80 → 11269 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "181355","09:25:15.043197","172.16.112.194","206.79.229.18","TCP","60","11269 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "181356","09:25:15.043861","172.16.112.194","206.79.229.18","HTTP","290","GET / HTTP/1.0 "
"R"," R", "181357","09:25:15.061748","206.79.229.18","172.16.112.194","TCP","60","80 → 11269 [ACK] Seq=1 Ack=237 Win=32736 Len=0"
"R"," R", "181358","09:25:15.086517","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181359","09:25:15.087752","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181360","09:25:15.096659","172.16.112.194","206.79.229.18","TCP","60","11269 → 80 [ACK] Seq=237 Ack=2921 Win=32120 Len=0"
"R"," R", "181361","09:25:15.102863","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181362","09:25:15.104094","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181363","09:25:15.105327","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181364","09:25:15.106638","172.16.112.194","206.79.229.18","TCP","60","11269 → 80 [ACK] Seq=237 Ack=7301 Win=32120 Len=0"
"R"," R", "181365","09:25:15.112569","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181366","09:25:15.113808","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181367","09:25:15.115040","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181368","09:25:15.116272","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181369","09:25:15.116623","172.16.112.194","206.79.229.18","TCP","60","11269 → 80 [ACK] Seq=237 Ack=13141 Win=30660 Len=0"
"R"," R", "181370","09:25:15.122574","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181371","09:25:15.123838","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181372","09:25:15.125060","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181373","09:25:15.126293","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181374","09:25:15.127527","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181375","09:25:15.127595","172.16.112.194","206.79.229.18","TCP","60","11269 → 80 [ACK] Seq=237 Ack=18981 Win=30660 Len=0"
"R"," R", "181376","09:25:15.133582","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181377","09:25:15.134873","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181378","09:25:15.135387","206.79.229.18","172.16.112.194","TCP","629","[TCP segment of a reassembled PDU]"
"R"," R", "181379","09:25:15.135456","206.79.229.18","172.16.112.194","HTTP","60","HTTP/1.0 200 OK  (text/html)"
"R"," R", "181380","09:25:15.135602","172.16.112.194","206.79.229.18","TCP","60","11269 → 80 [ACK] Seq=237 Ack=23937 Win=30660 Len=0"
"R"," R", "181381","09:25:15.136225","172.16.112.194","206.79.229.18","TCP","60","11269 → 80 [FIN, ACK] Seq=237 Ack=23937 Win=32120 Len=0"
"R"," R", "181382","09:25:15.139960","206.79.229.18","172.16.112.194","TCP","60","80 → 11269 [ACK] Seq=23937 Ack=238 Win=32735 Len=0"
"R"," R", "181383","09:25:15.273878","172.16.112.194","207.211.106.40","TCP","60","10316 → 80 [FIN, ACK] Seq=311 Ack=240 Win=32120 Len=0"
"R"," R", "181384","09:25:15.274205","172.16.112.194","206.79.229.18","TCP","60","11271 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "181385","09:25:15.278829","206.79.229.18","172.16.112.194","TCP","60","80 → 11271 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "181386","09:25:15.279009","172.16.112.194","206.79.229.18","TCP","60","11271 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "181387","09:25:15.279235","207.211.106.40","172.16.112.194","TCP","60","80 → 10316 [ACK] Seq=240 Ack=312 Win=32735 Len=0"
"R"," R", "181388","09:25:15.279673","172.16.112.194","206.79.229.18","HTTP","352","GET /ns/images/line_green.gif HTTP/1.0 "
"R"," R", "181389","09:25:15.301710","206.79.229.18","172.16.112.194","TCP","60","80 → 11271 [ACK] Seq=1 Ack=299 Win=32438 Len=0"
"R"," R", "181390","09:25:15.350851","206.79.229.18","172.16.112.194","HTTP","473","HTTP/1.0 200 OK  (GIF87a)HTTP/1.0 200 OK "
"R"," R", "181391","09:25:15.350916","206.79.229.18","172.16.112.194","TCP","60","80 → 11271 [FIN, ACK] Seq=420 Ack=299 Win=32736 Len=0"
"R"," R", "181392","09:25:15.351096","172.16.112.194","206.79.229.18","TCP","60","11271 → 80 [ACK] Seq=299 Ack=421 Win=31700 Len=0"
"R"," R", "181393","09:25:15.352194","172.16.112.194","206.79.229.18","TCP","60","11271 → 80 [FIN, ACK] Seq=299 Ack=421 Win=32120 Len=0"
"R"," R", "181394","09:25:15.355174","172.16.112.194","206.79.229.18","TCP","60","11272 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "181395","09:25:15.355682","206.79.229.18","172.16.112.194","TCP","60","80 → 11271 [ACK] Seq=421 Ack=300 Win=32735 Len=0"
"R"," R", "181396","09:25:15.359450","206.79.229.18","172.16.112.194","TCP","60","80 → 11272 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "181397","09:25:15.359617","172.16.112.194","206.79.229.18","TCP","60","11272 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "181398","09:25:15.360219","172.16.112.194","206.79.229.18","HTTP","352","GET /ns/images/nnc_lockup.gif HTTP/1.0 "
"R"," R", "181399","09:25:15.375339","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181400","09:25:15.375692","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181401","09:25:15.379337","206.79.229.18","172.16.112.194","TCP","1078","[TCP segment of a reassembled PDU]"
"R"," R", "181402","09:25:15.379690","206.79.229.18","172.16.112.194","HTTP","419","HTTP/1.0 200 OK  (GIF89a)"
"R"," R", "181403","09:25:15.379760","206.79.229.18","172.16.112.194","TCP","60","80 → 11272 [FIN, ACK] Seq=1390 Ack=299 Win=32736 Len=0"
"R"," R", "181404","09:25:15.379900","172.16.112.194","206.79.229.18","TCP","60","11272 → 80 [ACK] Seq=299 Ack=1391 Win=30730 Len=0"
"R"," R", "181405","09:25:15.381011","172.16.112.194","206.79.229.18","TCP","60","11272 → 80 [FIN, ACK] Seq=299 Ack=1391 Win=32120 Len=0"
"R"," R", "181406","09:25:15.383762","172.16.112.194","207.211.106.40","TCP","60","11273 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "181407","09:25:15.384652","206.79.229.18","172.16.112.194","TCP","60","80 → 11272 [ACK] Seq=1391 Ack=300 Win=32735 Len=0"
"R"," R", "181408","09:25:15.385481","207.211.106.40","172.16.112.194","TCP","60","80 → 11273 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "181409","09:25:15.385632","172.16.112.194","207.211.106.40","TCP","60","11273 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "181410","09:25:15.386166","172.16.112.194","207.211.106.40","HTTP","366","GET /?adserv|9|14140|1|37|misc=_ADFORCE_TIME_ HTTP/1.0 "
"R"," R", "181411","09:25:15.395214","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=361 Ack=5672 Win=32120 Len=0"
"R"," R", "181412","09:25:15.401687","207.211.106.40","172.16.112.194","TCP","60","80 → 11273 [ACK] Seq=1 Ack=313 Win=32736 Len=0"
"R"," R", "181413","09:25:15.418612","207.211.106.40","172.16.112.194","HTTP","292","HTTP/1.0 302 Moved Temporarily "
"R"," R", "181414","09:25:15.418679","207.211.106.40","172.16.112.194","TCP","60","80 → 11273 [FIN, ACK] Seq=239 Ack=313 Win=32736 Len=0"
"R"," R", "181415","09:25:15.418822","172.16.112.194","207.211.106.40","TCP","60","11273 → 80 [ACK] Seq=313 Ack=240 Win=31881 Len=0"
"R"," R", "181416","09:25:15.422654","172.16.112.194","207.211.106.40","TCP","60","11273 → 80 [FIN, ACK] Seq=313 Ack=240 Win=32120 Len=0"
"R"," R", "181417","09:25:15.422933","172.16.112.194","207.211.106.40","TCP","60","11276 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "181418","09:25:15.425888","207.211.106.40","172.16.112.194","TCP","60","80 → 11273 [ACK] Seq=240 Ack=314 Win=32735 Len=0"
"R"," R", "181419","09:25:15.426689","207.211.106.40","172.16.112.194","TCP","60","80 → 11276 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "181420","09:25:15.426846","172.16.112.194","207.211.106.40","TCP","60","11276 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "181421","09:25:15.427372","172.16.112.194","207.211.106.40","HTTP","366","GET /?adserv|9|14141|1|37|misc=_ADFORCE_TIME_ HTTP/1.0 "
"R"," R", "181422","09:25:15.441676","207.211.106.40","172.16.112.194","TCP","60","80 → 11276 [ACK] Seq=1 Ack=313 Win=32736 Len=0"
"R"," R", "181423","09:25:15.443413","207.211.106.40","172.16.112.194","HTTP","292","HTTP/1.0 302 Moved Temporarily "
"R"," R", "181424","09:25:15.443483","207.211.106.40","172.16.112.194","TCP","60","80 → 11276 [FIN, ACK] Seq=239 Ack=313 Win=32736 Len=0"
"R"," R", "181425","09:25:15.443614","172.16.112.194","207.211.106.40","TCP","60","11276 → 80 [ACK] Seq=313 Ack=240 Win=31881 Len=0"
"R"," R", "181426","09:25:15.447687","172.16.112.194","207.211.106.40","TCP","60","11276 → 80 [FIN, ACK] Seq=313 Ack=240 Win=32120 Len=0"
"R"," R", "181427","09:25:15.447932","172.16.112.194","206.79.229.18","TCP","60","11328 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "181428","09:25:15.450913","207.211.106.40","172.16.112.194","TCP","60","80 → 11276 [ACK] Seq=240 Ack=314 Win=32735 Len=0"
"R"," R", "181429","09:25:15.452456","206.79.229.18","172.16.112.194","TCP","60","80 → 11328 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "181430","09:25:15.452618","172.16.112.194","206.79.229.18","TCP","60","11328 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "181431","09:25:15.453125","172.16.112.194","206.79.229.18","HTTP","355","GET /ns/images/audio_shock_i.gif HTTP/1.0 "
"R"," R", "181432","09:25:15.471654","206.79.229.18","172.16.112.194","TCP","60","80 → 11328 [ACK] Seq=1 Ack=302 Win=32736 Len=0"
"R"," R", "181433","09:25:15.479538","206.79.229.18","172.16.112.194","HTTP","469","HTTP/1.0 200 OK  (GIF89a)HTTP/1.0 200 OK "
"R"," R", "181434","09:25:15.479607","206.79.229.18","172.16.112.194","TCP","60","80 → 11328 [FIN, ACK] Seq=416 Ack=302 Win=32736 Len=0"
"R"," R", "181435","09:25:15.479745","172.16.112.194","206.79.229.18","TCP","60","11328 → 80 [ACK] Seq=302 Ack=417 Win=31704 Len=0"
"R"," R", "181436","09:25:15.481162","172.16.112.194","206.79.229.18","TCP","60","11328 → 80 [FIN, ACK] Seq=302 Ack=417 Win=32120 Len=0"
"R"," R", "181437","09:25:15.483752","172.16.112.194","206.79.229.45","TCP","60","11330 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "181438","09:25:15.484396","206.79.229.18","172.16.112.194","TCP","60","80 → 11328 [ACK] Seq=417 Ack=303 Win=32735 Len=0"
"R"," R", "181439","09:25:15.488132","206.79.229.45","172.16.112.194","TCP","60","80 → 11330 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "181440","09:25:15.488291","172.16.112.194","206.79.229.45","TCP","60","11330 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "181441","09:25:15.489084","172.16.112.194","206.79.229.45","HTTP","600","GET /@BfFQMT1NZzM9qqH2YMYvk4Voam2yaWhvbiFCMSguMlIWrlEcOK5VOSxzOTazQWzJwWLP9m2CrNhfR-2H2mLCQ0jcMhhZ42hub0-J4hjpeG-ZPT07QWzJwWLP9m2Cr8dsk4dt2WhyZpcKb3B8ZXIDMKZSbGhlk0DWZXIuUG-NZpc4w4zVZTVuZXRywW-oZ4jvb4UmQWzJwWLP9m2Cr8dsk4dt2WhyZpcXk4R0kS0zMlYmQWzJwWLP9m2Cr8dsk4dt2WhyZpcIZ4hNknQDOTY=? HTTP/1.0 "
"R"," R", "181442","09:25:15.511667","206.79.229.45","172.16.112.194","TCP","60","80 → 11330 [ACK] Seq=1 Ack=547 Win=32736 Len=0"
"R"," R", "181443","09:25:15.517511","206.79.229.45","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181444","09:25:15.518774","206.79.229.45","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181445","09:25:15.526548","172.16.112.194","206.79.229.45","TCP","60","11330 → 80 [ACK] Seq=547 Ack=2921 Win=32120 Len=0"
"R"," R", "181446","09:25:15.532451","206.79.229.45","172.16.112.194","HTTP","1359","HTTP/1.0 200 OK  (GIF89a)"
"R"," R", "181447","09:25:15.532519","206.79.229.45","172.16.112.194","TCP","60","80 → 11330 [FIN, ACK] Seq=4226 Ack=547 Win=32736 Len=0"
"R"," R", "181448","09:25:15.532695","172.16.112.194","206.79.229.45","TCP","60","11330 → 80 [ACK] Seq=547 Ack=4227 Win=30814 Len=0"
"R"," R", "181449","09:25:15.534592","172.16.112.194","206.79.229.45","TCP","60","11330 → 80 [FIN, ACK] Seq=547 Ack=4227 Win=32120 Len=0"
"R"," R", "181450","09:25:15.537060","206.79.229.45","172.16.112.194","TCP","60","80 → 11330 [ACK] Seq=4227 Ack=548 Win=32735 Len=0"
"R"," R", "181451","09:25:15.538085","172.16.112.194","206.79.229.18","TCP","60","11332 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "181452","09:25:15.540845","206.79.229.18","172.16.112.194","TCP","60","80 → 11332 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "181453","09:25:15.541010","172.16.112.194","206.79.229.18","TCP","60","11332 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "181454","09:25:15.541622","172.16.112.194","206.79.229.18","HTTP","360","GET /ns/images/bysportsline_index.gif HTTP/1.0 "
"R"," R", "181455","09:25:15.560059","206.79.229.18","172.16.112.194","TCP","1078","[TCP segment of a reassembled PDU]"
"R"," R", "181456","09:25:15.560871","206.79.229.18","172.16.112.194","HTTP","991","HTTP/1.0 200 OK  (GIF87a)"
"R"," R", "181457","09:25:15.560942","206.79.229.18","172.16.112.194","TCP","60","80 → 11332 [FIN, ACK] Seq=1962 Ack=307 Win=32736 Len=0"
"R"," R", "181458","09:25:15.561099","172.16.112.194","206.79.229.18","TCP","60","11332 → 80 [ACK] Seq=307 Ack=1963 Win=30660 Len=0"
"R"," R", "181459","09:25:15.563058","172.16.112.194","206.79.229.18","TCP","60","11332 → 80 [FIN, ACK] Seq=307 Ack=1963 Win=32120 Len=0"
"R"," R", "181460","09:25:15.565619","206.79.229.18","172.16.112.194","TCP","60","80 → 11332 [ACK] Seq=1963 Ack=308 Win=32735 Len=0"
"R"," R", "181461","09:25:15.566569","172.16.112.194","206.79.229.18","TCP","60","11333 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "181462","09:25:15.569425","206.79.229.18","172.16.112.194","TCP","60","80 → 11333 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "181463","09:25:15.569587","172.16.112.194","206.79.229.18","TCP","60","11333 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "181464","09:25:15.570197","172.16.112.194","206.79.229.18","HTTP","351","GET /ns/images/dot_green.gif HTTP/1.0 "
"R"," R", "181465","09:25:15.588201","206.79.229.18","172.16.112.194","HTTP","433","HTTP/1.0 200 OK  (GIF87a)HTTP/1.0 302 Moved Temporarily "
"R"," R", "181466","09:25:15.588268","206.79.229.18","172.16.112.194","TCP","60","80 → 11333 [FIN, ACK] Seq=380 Ack=298 Win=32736 Len=0"
"R"," R", "181467","09:25:15.588411","172.16.112.194","206.79.229.18","TCP","60","11333 → 80 [ACK] Seq=298 Ack=381 Win=31740 Len=0"
"R"," R", "181468","09:25:15.590418","172.16.112.194","206.79.229.18","TCP","60","11333 → 80 [FIN, ACK] Seq=298 Ack=381 Win=32120 Len=0"
"R"," R", "181469","09:25:15.592931","206.79.229.18","172.16.112.194","TCP","60","80 → 11333 [ACK] Seq=381 Ack=299 Win=32735 Len=0"
"R"," R", "181470","09:25:15.593959","172.16.112.194","207.211.106.40","TCP","60","11335 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "181471","09:25:15.595979","207.211.106.40","172.16.112.194","TCP","60","80 → 11335 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "181472","09:25:15.596143","172.16.112.194","207.211.106.40","TCP","60","11335 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "181473","09:25:15.596762","172.16.112.194","207.211.106.40","HTTP","366","GET /?adserv|2.0|9|14138|1|1|ADFORCE;loc=300; HTTP/1.0 "
"R"," R", "181474","09:25:15.611649","207.211.106.40","172.16.112.194","TCP","60","80 → 11335 [ACK] Seq=1 Ack=313 Win=32736 Len=0"
"R"," R", "181475","09:25:15.612803","207.211.106.40","172.16.112.194","HTTP","291","HTTP/1.0 302 Moved Temporarily "
"R"," R", "181476","09:25:15.612873","207.211.106.40","172.16.112.194","TCP","60","80 → 11335 [FIN, ACK] Seq=238 Ack=313 Win=32736 Len=0"
"R"," R", "181477","09:25:15.613004","172.16.112.194","207.211.106.40","TCP","60","11335 → 80 [ACK] Seq=313 Ack=239 Win=31882 Len=0"
"R"," R", "181478","09:25:15.618438","172.16.112.194","207.211.106.40","TCP","60","11335 → 80 [FIN, ACK] Seq=313 Ack=239 Win=32120 Len=0"
"R"," R", "181479","09:25:15.618674","172.16.112.194","207.211.106.40","TCP","60","11336 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "181480","09:25:15.621685","207.211.106.40","172.16.112.194","TCP","60","80 → 11335 [ACK] Seq=239 Ack=314 Win=32735 Len=0"
"R"," R", "181481","09:25:15.622473","207.211.106.40","172.16.112.194","TCP","60","80 → 11336 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "181482","09:25:15.622635","172.16.112.194","207.211.106.40","TCP","60","11336 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "181483","09:25:15.623151","172.16.112.194","207.211.106.40","HTTP","365","GET /?adserv|9|14139|1|37|misc=_ADFORCE_TIME HTTP/1.0 "
"R"," R", "181484","09:25:15.641619","207.211.106.40","172.16.112.194","TCP","60","80 → 11336 [ACK] Seq=1 Ack=312 Win=32736 Len=0"
"R"," R", "181485","09:25:15.646433","207.211.106.40","172.16.112.194","HTTP","292","HTTP/1.0 302 Moved Temporarily "
"R"," R", "181486","09:25:15.646505","207.211.106.40","172.16.112.194","TCP","60","80 → 11336 [FIN, ACK] Seq=239 Ack=312 Win=32736 Len=0"
"R"," R", "181487","09:25:15.646635","172.16.112.194","207.211.106.40","TCP","60","11336 → 80 [ACK] Seq=312 Ack=240 Win=31881 Len=0"
"R"," R", "181488","09:25:15.652545","172.16.112.194","207.211.106.40","TCP","60","11336 → 80 [FIN, ACK] Seq=312 Ack=240 Win=32120 Len=0"
"R"," R", "181489","09:25:15.652780","172.16.112.194","206.79.229.18","TCP","60","11337 → 80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "181490","09:25:15.655781","207.211.106.40","172.16.112.194","TCP","60","80 → 11336 [ACK] Seq=240 Ack=313 Win=32735 Len=0"
"R"," R", "181491","09:25:15.657320","206.79.229.18","172.16.112.194","TCP","60","80 → 11337 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "181492","09:25:15.657480","172.16.112.194","206.79.229.18","TCP","60","11337 → 80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "181493","09:25:15.658008","172.16.112.194","206.79.229.18","HTTP","369","GET /u/photos/allsport/1999/feb/Soneal2499.jpg HTTP/1.0 "
"R"," R", "181494","09:25:15.671625","206.79.229.18","172.16.112.194","TCP","60","80 → 11337 [ACK] Seq=1 Ack=316 Win=32736 Len=0"
"R"," R", "181495","09:25:15.680398","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181496","09:25:15.681627","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
